candidate_id,feature_set_name,configuration_name,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,true_negative,false_positive,false_negative,true_positive,selected_for_candidate
full_approved__candidate_04,full_approved,deep_regularized,0.6,0.6309523809523809,0.6309523809523809,0.6571428571428571,0.5476190476190477,0.5974025974025974,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,30,12,19,23,False
full_approved__candidate_04,full_approved,deep_regularized,0.625,0.6428571428571429,0.6428571428571429,0.6764705882352942,0.5476190476190477,0.6052631578947368,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,31,11,19,23,False
full_approved__candidate_04,full_approved,deep_regularized,0.65,0.6428571428571429,0.6428571428571429,0.6764705882352942,0.5476190476190477,0.6052631578947368,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,31,11,19,23,False
full_approved__candidate_04,full_approved,deep_regularized,0.675,0.6071428571428571,0.6071428571428572,0.6451612903225806,0.47619047619047616,0.547945205479452,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,31,11,22,20,False
full_approved__candidate_04,full_approved,deep_regularized,0.7,0.6071428571428571,0.6071428571428571,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,33,9,24,18,False
full_approved__candidate_04,full_approved,deep_regularized,0.725,0.6428571428571429,0.6428571428571428,0.75,0.42857142857142855,0.5454545454545454,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,36,6,24,18,False
full_approved__candidate_04,full_approved,deep_regularized,0.75,0.6190476190476191,0.6190476190476191,0.7777777777777778,0.3333333333333333,0.4666666666666667,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,38,4,28,14,False
full_approved__candidate_04,full_approved,deep_regularized,0.775,0.5714285714285714,0.5714285714285714,0.75,0.21428571428571427,0.3333333333333333,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,39,3,33,9,False
full_approved__candidate_04,full_approved,deep_regularized,0.8,0.5595238095238095,0.5595238095238095,0.7777777777777778,0.16666666666666666,0.27450980392156865,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,40,2,35,7,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.2,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,8,34,1,41,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.225,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,8,34,1,41,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.25,0.5952380952380952,0.5952380952380952,0.5540540540540541,0.9761904761904762,0.7068965517241379,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,9,33,1,41,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.275,0.5952380952380952,0.5952380952380952,0.5555555555555556,0.9523809523809523,0.7017543859649122,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,10,32,2,40,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.3,0.6190476190476191,0.6190476190476191,0.5735294117647058,0.9285714285714286,0.7090909090909091,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,13,29,3,39,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.325,0.6190476190476191,0.6190476190476191,0.5735294117647058,0.9285714285714286,0.7090909090909091,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,13,29,3,39,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.35,0.6428571428571429,0.6428571428571429,0.5909090909090909,0.9285714285714286,0.7222222222222222,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,15,27,3,39,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.375,0.6547619047619048,0.6547619047619048,0.6031746031746031,0.9047619047619048,0.7238095238095238,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,17,25,4,38,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.4,0.6666666666666666,0.6666666666666666,0.6166666666666667,0.8809523809523809,0.7254901960784313,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,19,23,5,37,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.425,0.7142857142857143,0.7142857142857143,0.6607142857142857,0.8809523809523809,0.7551020408163265,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,23,19,5,37,True
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.45,0.6904761904761905,0.6904761904761905,0.66,0.7857142857142857,0.717391304347826,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,25,17,9,33,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.475,0.6785714285714286,0.6785714285714286,0.6530612244897959,0.7619047619047619,0.7032967032967034,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,25,17,10,32,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.5,0.6547619047619048,0.6547619047619048,0.6444444444444445,0.6904761904761905,0.6666666666666666,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,26,16,13,29,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.525,0.6428571428571429,0.6428571428571428,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,26,16,14,28,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.55,0.6071428571428571,0.6071428571428572,0.6097560975609756,0.5952380952380952,0.6024096385542169,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,26,16,17,25,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.575,0.6190476190476191,0.6190476190476191,0.631578947368421,0.5714285714285714,0.6,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,28,14,18,24,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.6,0.6428571428571429,0.6428571428571428,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,30,12,18,24,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.625,0.6428571428571429,0.6428571428571429,0.6764705882352942,0.5476190476190477,0.6052631578947368,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,31,11,19,23,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.65,0.6309523809523809,0.6309523809523809,0.6666666666666666,0.5238095238095238,0.5866666666666667,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,31,11,20,22,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.675,0.5952380952380952,0.5952380952380952,0.6333333333333333,0.4523809523809524,0.5277777777777778,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,31,11,23,19,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.7,0.6071428571428571,0.6071428571428571,0.6551724137931034,0.4523809523809524,0.5352112676056338,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,32,10,23,19,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.725,0.6547619047619048,0.6547619047619048,0.782608695652174,0.42857142857142855,0.5538461538461539,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,37,5,24,18,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.75,0.6428571428571429,0.6428571428571428,0.8,0.38095238095238093,0.5161290322580645,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,38,4,26,16,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.775,0.5714285714285714,0.5714285714285714,0.8,0.19047619047619047,0.3076923076923077,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,40,2,34,8,False
full_approved__candidate_05,full_approved,unlimited_leaf_regularized,0.8,0.5476190476190477,0.5476190476190476,0.75,0.14285714285714285,0.24,0.7242063492063492,0.6904162128770486,0.6176991514072001,0.21478931597045042,40,2,36,6,False
full_approved__candidate_06,full_approved,balanced_subsample,0.2,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,8,34,1,41,False
full_approved__candidate_06,full_approved,balanced_subsample,0.225,0.5952380952380952,0.5952380952380952,0.5540540540540541,0.9761904761904762,0.7068965517241379,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,9,33,1,41,False
full_approved__candidate_06,full_approved,balanced_subsample,0.25,0.5952380952380952,0.5952380952380952,0.5540540540540541,0.9761904761904762,0.7068965517241379,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,9,33,1,41,False
full_approved__candidate_06,full_approved,balanced_subsample,0.275,0.6071428571428571,0.6071428571428571,0.5633802816901409,0.9523809523809523,0.7079646017699115,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,11,31,2,40,False
full_approved__candidate_06,full_approved,balanced_subsample,0.3,0.6071428571428571,0.6071428571428572,0.5652173913043478,0.9285714285714286,0.7027027027027027,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,12,30,3,39,False
full_approved__candidate_06,full_approved,balanced_subsample,0.325,0.6309523809523809,0.6309523809523809,0.582089552238806,0.9285714285714286,0.7155963302752294,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,14,28,3,39,False
full_approved__candidate_06,full_approved,balanced_subsample,0.35,0.6428571428571429,0.6428571428571429,0.5909090909090909,0.9285714285714286,0.7222222222222222,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,15,27,3,39,False
full_approved__candidate_06,full_approved,balanced_subsample,0.375,0.6785714285714286,0.6785714285714286,0.6229508196721312,0.9047619047619048,0.7378640776699029,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,19,23,4,38,False
full_approved__candidate_06,full_approved,balanced_subsample,0.4,0.7023809523809523,0.7023809523809523,0.6491228070175439,0.8809523809523809,0.7474747474747475,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,22,20,5,37,False
full_approved__candidate_06,full_approved,balanced_subsample,0.425,0.7142857142857143,0.7142857142857142,0.6666666666666666,0.8571428571428571,0.75,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,24,18,6,36,True
full_approved__candidate_06,full_approved,balanced_subsample,0.45,0.6904761904761905,0.6904761904761905,0.6538461538461539,0.8095238095238095,0.723404255319149,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,24,18,8,34,False
full_approved__candidate_06,full_approved,balanced_subsample,0.475,0.6666666666666666,0.6666666666666667,0.6458333333333334,0.7380952380952381,0.6888888888888889,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,25,17,11,31,False
full_approved__candidate_06,full_approved,balanced_subsample,0.5,0.6428571428571429,0.6428571428571428,0.6304347826086957,0.6904761904761905,0.6590909090909091,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,25,17,13,29,False
full_approved__candidate_06,full_approved,balanced_subsample,0.525,0.6309523809523809,0.6309523809523809,0.6222222222222222,0.6666666666666666,0.6436781609195402,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,25,17,14,28,False
full_approved__candidate_06,full_approved,balanced_subsample,0.55,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,27,15,15,27,False
full_approved__candidate_06,full_approved,balanced_subsample,0.575,0.6190476190476191,0.6190476190476191,0.631578947368421,0.5714285714285714,0.6,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,28,14,18,24,False
full_approved__candidate_06,full_approved,balanced_subsample,0.6,0.6309523809523809,0.6309523809523809,0.6486486486486487,0.5714285714285714,0.6075949367088608,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,29,13,18,24,False
full_approved__candidate_06,full_approved,balanced_subsample,0.625,0.6428571428571429,0.6428571428571429,0.6764705882352942,0.5476190476190477,0.6052631578947368,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,31,11,19,23,False
full_approved__candidate_06,full_approved,balanced_subsample,0.65,0.6309523809523809,0.6309523809523809,0.6666666666666666,0.5238095238095238,0.5866666666666667,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,31,11,20,22,False
full_approved__candidate_06,full_approved,balanced_subsample,0.675,0.6071428571428571,0.6071428571428572,0.6451612903225806,0.47619047619047616,0.547945205479452,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,31,11,22,20,False
full_approved__candidate_06,full_approved,balanced_subsample,0.7,0.6190476190476191,0.6190476190476191,0.6785714285714286,0.4523809523809524,0.5428571428571428,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,33,9,23,19,False
full_approved__candidate_06,full_approved,balanced_subsample,0.725,0.6547619047619048,0.6547619047619048,0.782608695652174,0.42857142857142855,0.5538461538461539,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,37,5,24,18,False
full_approved__candidate_06,full_approved,balanced_subsample,0.75,0.6309523809523809,0.6309523809523809,0.7619047619047619,0.38095238095238093,0.5079365079365079,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,37,5,26,16,False
full_approved__candidate_06,full_approved,balanced_subsample,0.775,0.5952380952380952,0.5952380952380952,0.7857142857142857,0.2619047619047619,0.39285714285714285,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,39,3,31,11,False
full_approved__candidate_06,full_approved,balanced_subsample,0.8,0.5595238095238095,0.5595238095238095,0.7777777777777778,0.16666666666666666,0.27450980392156865,0.731859410430839,0.716422156611146,0.6112455424986973,0.21221419494692803,40,2,35,7,False
full_approved__candidate_07,full_approved,conservative_leaf,0.2,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,8,34,1,41,False
full_approved__candidate_07,full_approved,conservative_leaf,0.225,0.6071428571428571,0.6071428571428571,0.5616438356164384,0.9761904761904762,0.7130434782608696,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,10,32,1,41,False
full_approved__candidate_07,full_approved,conservative_leaf,0.25,0.5952380952380952,0.5952380952380952,0.5571428571428572,0.9285714285714286,0.6964285714285714,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,11,31,3,39,False
full_approved__candidate_07,full_approved,conservative_leaf,0.275,0.5952380952380952,0.5952380952380952,0.5571428571428572,0.9285714285714286,0.6964285714285714,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,11,31,3,39,False
full_approved__candidate_07,full_approved,conservative_leaf,0.3,0.6309523809523809,0.6309523809523809,0.582089552238806,0.9285714285714286,0.7155963302752294,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,14,28,3,39,True
full_approved__candidate_07,full_approved,conservative_leaf,0.325,0.6309523809523809,0.6309523809523809,0.582089552238806,0.9285714285714286,0.7155963302752294,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,14,28,3,39,False
full_approved__candidate_07,full_approved,conservative_leaf,0.35,0.6309523809523809,0.6309523809523809,0.5901639344262295,0.8571428571428571,0.6990291262135923,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,17,25,6,36,False
full_approved__candidate_07,full_approved,conservative_leaf,0.375,0.6547619047619048,0.6547619047619048,0.6140350877192983,0.8333333333333334,0.7070707070707071,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,20,22,7,35,False
full_approved__candidate_07,full_approved,conservative_leaf,0.4,0.6666666666666666,0.6666666666666667,0.6296296296296297,0.8095238095238095,0.7083333333333334,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,22,20,8,34,False
full_approved__candidate_07,full_approved,conservative_leaf,0.425,0.6428571428571429,0.6428571428571429,0.62,0.7380952380952381,0.6739130434782609,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,23,19,11,31,False
full_approved__candidate_07,full_approved,conservative_leaf,0.45,0.6309523809523809,0.6309523809523809,0.6122448979591837,0.7142857142857143,0.6593406593406593,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,23,19,12,30,False
full_approved__candidate_07,full_approved,conservative_leaf,0.475,0.6547619047619048,0.6547619047619048,0.6382978723404256,0.7142857142857143,0.6741573033707865,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,25,17,12,30,False
full_approved__candidate_07,full_approved,conservative_leaf,0.5,0.6309523809523809,0.6309523809523809,0.627906976744186,0.6428571428571429,0.6352941176470588,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,26,16,15,27,False
full_approved__candidate_07,full_approved,conservative_leaf,0.525,0.6190476190476191,0.6190476190476191,0.625,0.5952380952380952,0.6097560975609756,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,27,15,17,25,False
full_approved__candidate_07,full_approved,conservative_leaf,0.55,0.6309523809523809,0.6309523809523809,0.6410256410256411,0.5952380952380952,0.6172839506172839,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,28,14,17,25,False
full_approved__candidate_07,full_approved,conservative_leaf,0.575,0.6309523809523809,0.6309523809523809,0.6486486486486487,0.5714285714285714,0.6075949367088608,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,29,13,18,24,False
full_approved__candidate_07,full_approved,conservative_leaf,0.6,0.6547619047619048,0.6547619047619048,0.6857142857142857,0.5714285714285714,0.6233766233766234,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,31,11,18,24,False
full_approved__candidate_07,full_approved,conservative_leaf,0.625,0.6547619047619048,0.6547619047619048,0.7096774193548387,0.5238095238095238,0.6027397260273972,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,33,9,20,22,False
full_approved__candidate_07,full_approved,conservative_leaf,0.65,0.6428571428571429,0.6428571428571428,0.7,0.5,0.5833333333333334,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,33,9,21,21,False
full_approved__candidate_07,full_approved,conservative_leaf,0.675,0.6309523809523809,0.6309523809523809,0.6896551724137931,0.47619047619047616,0.5633802816901409,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,33,9,22,20,False
full_approved__candidate_07,full_approved,conservative_leaf,0.7,0.6309523809523809,0.6309523809523809,0.6896551724137931,0.47619047619047616,0.5633802816901409,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,33,9,22,20,False
full_approved__candidate_07,full_approved,conservative_leaf,0.725,0.6071428571428571,0.6071428571428571,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,33,9,24,18,False
full_approved__candidate_07,full_approved,conservative_leaf,0.75,0.6190476190476191,0.6190476190476191,0.75,0.35714285714285715,0.4838709677419355,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,37,5,27,15,False
full_approved__candidate_07,full_approved,conservative_leaf,0.775,0.5714285714285714,0.5714285714285714,0.75,0.21428571428571427,0.3333333333333333,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,39,3,33,9,False
full_approved__candidate_07,full_approved,conservative_leaf,0.8,0.5476190476190477,0.5476190476190476,0.75,0.14285714285714285,0.24,0.7091836734693878,0.689197658335673,0.6292119614927109,0.22016820873628,40,2,36,6,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.2,0.5833333333333334,0.5833333333333333,0.547945205479452,0.9523809523809523,0.6956521739130435,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,9,33,2,40,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.225,0.5714285714285714,0.5714285714285714,0.5416666666666666,0.9285714285714286,0.6842105263157895,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,9,33,3,39,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.25,0.5833333333333334,0.5833333333333334,0.5492957746478874,0.9285714285714286,0.6902654867256637,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,10,32,3,39,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.275,0.6071428571428571,0.6071428571428572,0.5652173913043478,0.9285714285714286,0.7027027027027027,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,12,30,3,39,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.3,0.6190476190476191,0.6190476190476191,0.5757575757575758,0.9047619047619048,0.7037037037037037,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,14,28,4,38,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.325,0.6547619047619048,0.6547619047619048,0.6065573770491803,0.8809523809523809,0.7184466019417476,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,18,24,5,37,True
full_approved__candidate_08,full_approved,wide_feature_sampling,0.35,0.6547619047619048,0.6547619047619048,0.6065573770491803,0.8809523809523809,0.7184466019417476,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,18,24,5,37,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.375,0.6547619047619048,0.6547619047619048,0.6140350877192983,0.8333333333333334,0.7070707070707071,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,20,22,7,35,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.4,0.6547619047619048,0.6547619047619048,0.6181818181818182,0.8095238095238095,0.7010309278350515,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,21,21,8,34,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.425,0.6547619047619048,0.6547619047619048,0.6226415094339622,0.7857142857142857,0.6947368421052632,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,22,20,9,33,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.45,0.6428571428571429,0.6428571428571429,0.62,0.7380952380952381,0.6739130434782609,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,23,19,11,31,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.475,0.6190476190476191,0.6190476190476191,0.6086956521739131,0.6666666666666666,0.6363636363636364,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,24,18,14,28,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.5,0.6547619047619048,0.6547619047619048,0.6511627906976745,0.6666666666666666,0.6588235294117647,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,27,15,14,28,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.525,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,28,14,14,28,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.55,0.6547619047619048,0.6547619047619048,0.6585365853658537,0.6428571428571429,0.6506024096385542,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,28,14,15,27,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.575,0.6309523809523809,0.6309523809523809,0.6486486486486487,0.5714285714285714,0.6075949367088608,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,29,13,18,24,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.6,0.6428571428571429,0.6428571428571428,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,30,12,18,24,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.625,0.6547619047619048,0.6547619047619048,0.6857142857142857,0.5714285714285714,0.6233766233766234,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,31,11,18,24,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.65,0.6904761904761905,0.6904761904761905,0.7857142857142857,0.5238095238095238,0.6285714285714286,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,36,6,20,22,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.675,0.6428571428571429,0.6428571428571428,0.75,0.42857142857142855,0.5454545454545454,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,36,6,24,18,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.7,0.6190476190476191,0.6190476190476191,0.7272727272727273,0.38095238095238093,0.5,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,36,6,26,16,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.725,0.6190476190476191,0.6190476190476191,0.75,0.35714285714285715,0.4838709677419355,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,37,5,27,15,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.75,0.6071428571428571,0.6071428571428572,0.8,0.2857142857142857,0.42105263157894735,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,39,3,30,12,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.775,0.5714285714285714,0.5714285714285714,0.75,0.21428571428571427,0.3333333333333333,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,39,3,33,9,False
full_approved__candidate_08,full_approved,wide_feature_sampling,0.8,0.5595238095238095,0.5595238095238095,0.7272727272727273,0.19047619047619047,0.3018867924528302,0.7264739229024944,0.7393039855346065,0.617858902881136,0.2146338252651637,39,3,34,8,False
core_raw__candidate_01,core_raw,shallow_regularized,0.2,0.5476190476190477,0.5476190476190477,0.525,1.0,0.6885245901639344,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,4,38,0,42,False
core_raw__candidate_01,core_raw,shallow_regularized,0.225,0.5476190476190477,0.5476190476190477,0.525,1.0,0.6885245901639344,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,4,38,0,42,False
core_raw__candidate_01,core_raw,shallow_regularized,0.25,0.5595238095238095,0.5595238095238095,0.5316455696202531,1.0,0.6942148760330579,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,5,37,0,42,False
core_raw__candidate_01,core_raw,shallow_regularized,0.275,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,8,34,1,41,False
core_raw__candidate_01,core_raw,shallow_regularized,0.3,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,8,34,1,41,False
core_raw__candidate_01,core_raw,shallow_regularized,0.325,0.6071428571428571,0.6071428571428571,0.5616438356164384,0.9761904761904762,0.7130434782608696,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,10,32,1,41,False
core_raw__candidate_01,core_raw,shallow_regularized,0.35,0.6309523809523809,0.6309523809523809,0.582089552238806,0.9285714285714286,0.7155963302752294,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,14,28,3,39,False
core_raw__candidate_01,core_raw,shallow_regularized,0.375,0.6547619047619048,0.6547619047619048,0.6065573770491803,0.8809523809523809,0.7184466019417476,0.7159863945578231,0.6676158147918607,0.624939299159865,0.21789024407480814,18,24,5,37,True
