candidate_id,feature_set_name,configuration_name,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,true_negative,false_positive,false_negative,true_positive,selected_for_candidate
full_approved__candidate_03,full_approved,medium_wider_features,0.725,0.6071428571428571,0.6071428571428571,0.7142857142857143,0.35714285714285715,0.47619047619047616,0.7301587301587302,0.7373412293200035,0.611108502855655,0.2122924390840033,36,6,27,15,False
full_approved__candidate_03,full_approved,medium_wider_features,0.75,0.5952380952380952,0.5952380952380952,0.7222222222222222,0.30952380952380953,0.43333333333333335,0.7301587301587302,0.7373412293200035,0.611108502855655,0.2122924390840033,37,5,29,13,False
full_approved__candidate_03,full_approved,medium_wider_features,0.775,0.5833333333333334,0.5833333333333334,0.7692307692307693,0.23809523809523808,0.36363636363636365,0.7301587301587302,0.7373412293200035,0.611108502855655,0.2122924390840033,39,3,32,10,False
full_approved__candidate_03,full_approved,medium_wider_features,0.8,0.5714285714285714,0.5714285714285714,0.75,0.21428571428571427,0.3333333333333333,0.7301587301587302,0.7373412293200035,0.611108502855655,0.2122924390840033,39,3,33,9,False
full_approved__candidate_04,full_approved,deep_regularized,0.2,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,8,34,1,41,False
full_approved__candidate_04,full_approved,deep_regularized,0.225,0.5833333333333334,0.5833333333333333,0.5466666666666666,0.9761904761904762,0.7008547008547008,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,8,34,1,41,False
full_approved__candidate_04,full_approved,deep_regularized,0.25,0.5952380952380952,0.5952380952380952,0.5540540540540541,0.9761904761904762,0.7068965517241379,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,9,33,1,41,False
full_approved__candidate_04,full_approved,deep_regularized,0.275,0.5952380952380952,0.5952380952380952,0.5555555555555556,0.9523809523809523,0.7017543859649122,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,10,32,2,40,False
full_approved__candidate_04,full_approved,deep_regularized,0.3,0.6071428571428571,0.6071428571428572,0.5652173913043478,0.9285714285714286,0.7027027027027027,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,12,30,3,39,False
full_approved__candidate_04,full_approved,deep_regularized,0.325,0.6309523809523809,0.6309523809523809,0.582089552238806,0.9285714285714286,0.7155963302752294,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,14,28,3,39,False
full_approved__candidate_04,full_approved,deep_regularized,0.35,0.6428571428571429,0.6428571428571429,0.5909090909090909,0.9285714285714286,0.7222222222222222,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,15,27,3,39,False
full_approved__candidate_04,full_approved,deep_regularized,0.375,0.6904761904761905,0.6904761904761905,0.6290322580645161,0.9285714285714286,0.75,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,19,23,3,39,False
full_approved__candidate_04,full_approved,deep_regularized,0.4,0.7142857142857143,0.7142857142857143,0.6607142857142857,0.8809523809523809,0.7551020408163265,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,23,19,5,37,True
full_approved__candidate_04,full_approved,deep_regularized,0.425,0.7023809523809523,0.7023809523809523,0.660377358490566,0.8333333333333334,0.7368421052631579,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,24,18,7,35,False
full_approved__candidate_04,full_approved,deep_regularized,0.45,0.6904761904761905,0.6904761904761905,0.66,0.7857142857142857,0.717391304347826,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,25,17,9,33,False
full_approved__candidate_04,full_approved,deep_regularized,0.475,0.6785714285714286,0.6785714285714286,0.6530612244897959,0.7619047619047619,0.7032967032967034,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,25,17,10,32,False
full_approved__candidate_04,full_approved,deep_regularized,0.5,0.6547619047619048,0.6547619047619048,0.6382978723404256,0.7142857142857143,0.6741573033707865,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,25,17,12,30,False
full_approved__candidate_04,full_approved,deep_regularized,0.525,0.6428571428571429,0.6428571428571428,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,26,16,14,28,False
full_approved__candidate_04,full_approved,deep_regularized,0.55,0.6309523809523809,0.6309523809523809,0.627906976744186,0.6428571428571429,0.6352941176470588,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,26,16,15,27,False
full_approved__candidate_04,full_approved,deep_regularized,0.575,0.6190476190476191,0.6190476190476191,0.631578947368421,0.5714285714285714,0.6,0.7295918367346939,0.7107849002968811,0.6132558318125506,0.2126979610708745,28,14,18,24,False
