file_path,file_name,status,row_count,column_count,columns,pr_number_columns,contains_pr_number,duplicate_row_count,file_size_bytes
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\evaluation\strict_random_forest_validation_predictions.csv,strict_random_forest_validation_predictions.csv,loaded,84,8,"['pr_number', 'created_at', 'period', 'merge_target', 'outcome_label', 'merge_probability', 'predicted_target_default', 'predicted_target_selected_threshold']",['pr_number'],True,0.0,6801
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\evaluation\time_matched_600_extraction_failures.csv,time_matched_600_extraction_failures.csv,empty,0,0,[],[],False,0.0,2
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\evaluation\time_matched_quarterly_availability.csv,time_matched_quarterly_availability.csv,loaded,34,9,"['year', 'quarter', 'period', 'start_date', 'end_date', 'merged_available', 'unmerged_available', 'matched_available', 'maximum_allowed_per_outcome']",[],False,0.0,1833
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\evaluation\time_matched_sampling_plan.csv,time_matched_sampling_plan.csv,loaded,34,11,"['year', 'quarter', 'period', 'start_date', 'end_date', 'merged_available', 'unmerged_available', 'matched_available', 'maximum_allowed_per_outcome', 'planned_per_outcome', 'planned_total']",[],False,0.0,2048
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_corrected_600_feature_engineered.csv,pallets_flask_corrected_600_feature_engineered.csv,loaded,600,96,"['repository', 'pr_number', 'title', 'body', 'html_url', 'author_login', 'author_association', 'state', 'draft', 'base_branch', 'head_branch', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'resolution_hours', 'merge_hours', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'title_length', 'body_length', 'body_word_count', 'labels', 'label_count', 'requested_reviewers', 'requested_reviewer_count', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'expected_outcome', 'period', 'period_start_date', 'period_end_date', 'actual_outcome', 'outcome_matches_selection', 'commit_count_iqr_outlier', 'resolution_hours_iqr_outlier', 'configuration_files_changed_iqr_outlier', 'test_files_changed_iqr_outlier', 'deletions_iqr_outlier', 'files_modified_iqr_outlier', 'additions_iqr_outlier', 'total_changes_iqr_outlier', 'body_length_iqr_outlier', 'body_word_count_iqr_outlier', 'files_added_iqr_outlier', 'changed_files_iqr_outlier', 'documentation_files_changed_iqr_outlier', 'security_sensitive_files_changed_iqr_outlier', 'files_removed_iqr_outlier', 'files_renamed_iqr_outlier', 'title_length_iqr_outlier', 'requested_reviewer_count_iqr_outlier', 'label_count_iqr_outlier', 'iqr_outlier_feature_count', 'has_any_iqr_outlier', 'merge_target', 'outcome_label', 'log1p_body_length', 'log1p_body_word_count', 'log1p_additions', 'log1p_deletions', 'log1p_total_changes', 'log1p_changed_files', 'log1p_commit_count', 'has_description', 'has_detailed_description', 'short_title', 'very_long_description', 'change_density_per_file', 'deletion_ratio', 'has_zero_code_change', 'has_multiple_commits', 'pr_size_band', 'created_year', 'created_month', 'created_quarter', 'created_day_of_week', 'created_hour_utc', 'created_on_weekend', 'created_day_name', 'author_role_group']",['pr_number'],True,0.0,1424054
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_corrected_600_outlier_flagged.csv,pallets_flask_corrected_600_outlier_flagged.csv,loaded,600,70,"['repository', 'pr_number', 'title', 'body', 'html_url', 'author_login', 'author_association', 'state', 'draft', 'base_branch', 'head_branch', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'resolution_hours', 'merge_hours', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'title_length', 'body_length', 'body_word_count', 'labels', 'label_count', 'requested_reviewers', 'requested_reviewer_count', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'expected_outcome', 'period', 'period_start_date', 'period_end_date', 'actual_outcome', 'outcome_matches_selection', 'commit_count_iqr_outlier', 'resolution_hours_iqr_outlier', 'configuration_files_changed_iqr_outlier', 'test_files_changed_iqr_outlier', 'deletions_iqr_outlier', 'files_modified_iqr_outlier', 'additions_iqr_outlier', 'total_changes_iqr_outlier', 'body_length_iqr_outlier', 'body_word_count_iqr_outlier', 'files_added_iqr_outlier', 'changed_files_iqr_outlier', 'documentation_files_changed_iqr_outlier', 'security_sensitive_files_changed_iqr_outlier', 'files_removed_iqr_outlier', 'files_renamed_iqr_outlier', 'title_length_iqr_outlier', 'requested_reviewer_count_iqr_outlier', 'label_count_iqr_outlier', 'iqr_outlier_feature_count', 'has_any_iqr_outlier']",['pr_number'],True,0.0,1274632
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_corrected_600_validated.csv,pallets_flask_corrected_600_validated.csv,loaded,600,49,"['repository', 'pr_number', 'title', 'body', 'html_url', 'author_login', 'author_association', 'state', 'draft', 'base_branch', 'head_branch', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'resolution_hours', 'merge_hours', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'title_length', 'body_length', 'body_word_count', 'labels', 'label_count', 'requested_reviewers', 'requested_reviewer_count', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'expected_outcome', 'period', 'period_start_date', 'period_end_date', 'actual_outcome', 'outcome_matches_selection']",['pr_number'],True,0.0,1202454
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_merge_outcome_analysed.csv,pallets_flask_merge_outcome_analysed.csv,loaded,300,88,"['repository', 'pr_number', 'title', 'body', 'author_login', 'author_association', 'state', 'draft', 'locked', 'base_branch', 'head_branch', 'head_sha', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'mergeable_state', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'issue_comment_count', 'review_comment_count', 'label_count', 'labels', 'requested_reviewer_count', 'requested_reviewers', 'title_length', 'body_length', 'body_word_count', 'html_url', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'review_count', 'unique_reviewer_count', 'approved_review_count', 'changes_requested_count', 'commented_review_count', 'dismissed_review_count', 'first_review_at', 'first_review_hours', 'ci_check_count', 'ci_success_count', 'ci_failure_count', 'ci_cancelled_count', 'ci_neutral_count', 'ci_skipped_count', 'ci_other_count', 'ci_has_failure', 'resolution_hours', 'merge_hours', 'expected_outcome', 'actual_outcome', 'outcome_matches_search', 'merged_timestamp_present', 'merge_target_matches_timestamp', 'title_length_iqr_outlier', 'body_length_iqr_outlier', 'body_word_count_iqr_outlier', 'additions_iqr_outlier', 'deletions_iqr_outlier', 'total_changes_iqr_outlier', 'changed_files_iqr_outlier', 'commit_count_iqr_outlier', 'issue_comment_count_iqr_outlier', 'review_comment_count_iqr_outlier', 'review_count_iqr_outlier', 'unique_reviewer_count_iqr_outlier', 'test_files_changed_iqr_outlier', 'documentation_files_changed_iqr_outlier', 'configuration_files_changed_iqr_outlier', 'security_sensitive_files_changed_iqr_outlier', 'resolution_hours_iqr_outlier', 'iqr_outlier_feature_count', 'has_any_iqr_outlier']",['pr_number'],True,0.0,682054
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_merge_outcome_eda_ready.csv,pallets_flask_merge_outcome_eda_ready.csv,loaded,300,112,"['repository', 'pr_number', 'title', 'body', 'author_login', 'author_association', 'state', 'draft', 'locked', 'base_branch', 'head_branch', 'head_sha', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'mergeable_state', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'issue_comment_count', 'review_comment_count', 'label_count', 'labels', 'requested_reviewer_count', 'requested_reviewers', 'title_length', 'body_length', 'body_word_count', 'html_url', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'review_count', 'unique_reviewer_count', 'approved_review_count', 'changes_requested_count', 'commented_review_count', 'dismissed_review_count', 'first_review_at', 'first_review_hours', 'ci_check_count', 'ci_success_count', 'ci_failure_count', 'ci_cancelled_count', 'ci_neutral_count', 'ci_skipped_count', 'ci_other_count', 'ci_has_failure', 'resolution_hours', 'merge_hours', 'expected_outcome', 'actual_outcome', 'outcome_matches_search', 'merged_timestamp_present', 'merge_target_matches_timestamp', 'title_length_iqr_outlier', 'body_length_iqr_outlier', 'body_word_count_iqr_outlier', 'additions_iqr_outlier', 'deletions_iqr_outlier', 'total_changes_iqr_outlier', 'changed_files_iqr_outlier', 'commit_count_iqr_outlier', 'issue_comment_count_iqr_outlier', 'review_comment_count_iqr_outlier', 'review_count_iqr_outlier', 'unique_reviewer_count_iqr_outlier', 'test_files_changed_iqr_outlier', 'documentation_files_changed_iqr_outlier', 'configuration_files_changed_iqr_outlier', 'security_sensitive_files_changed_iqr_outlier', 'resolution_hours_iqr_outlier', 'iqr_outlier_feature_count', 'has_any_iqr_outlier', 'log1p_body_length', 'log1p_body_word_count', 'log1p_additions', 'log1p_deletions', 'log1p_total_changes', 'log1p_changed_files', 'has_multiple_commits', 'has_issue_comments', 'has_formal_review', 'has_review_comments', 'outcome_label', 'created_year', 'created_month', 'created_day_of_week', 'created_hour_utc', 'created_on_weekend', 'created_day_name', 'has_description', 'has_detailed_description', 'short_title', 'change_density_per_file', 'deletion_ratio', 'has_zero_code_change', 'author_role_group']",['pr_number'],True,0.0,750752
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_merge_outcome_transformed.csv,pallets_flask_merge_outcome_transformed.csv,loaded,300,98,"['repository', 'pr_number', 'title', 'body', 'author_login', 'author_association', 'state', 'draft', 'locked', 'base_branch', 'head_branch', 'head_sha', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'mergeable_state', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'issue_comment_count', 'review_comment_count', 'label_count', 'labels', 'requested_reviewer_count', 'requested_reviewers', 'title_length', 'body_length', 'body_word_count', 'html_url', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'review_count', 'unique_reviewer_count', 'approved_review_count', 'changes_requested_count', 'commented_review_count', 'dismissed_review_count', 'first_review_at', 'first_review_hours', 'ci_check_count', 'ci_success_count', 'ci_failure_count', 'ci_cancelled_count', 'ci_neutral_count', 'ci_skipped_count', 'ci_other_count', 'ci_has_failure', 'resolution_hours', 'merge_hours', 'expected_outcome', 'actual_outcome', 'outcome_matches_search', 'merged_timestamp_present', 'merge_target_matches_timestamp', 'title_length_iqr_outlier', 'body_length_iqr_outlier', 'body_word_count_iqr_outlier', 'additions_iqr_outlier', 'deletions_iqr_outlier', 'total_changes_iqr_outlier', 'changed_files_iqr_outlier', 'commit_count_iqr_outlier', 'issue_comment_count_iqr_outlier', 'review_comment_count_iqr_outlier', 'review_count_iqr_outlier', 'unique_reviewer_count_iqr_outlier', 'test_files_changed_iqr_outlier', 'documentation_files_changed_iqr_outlier', 'configuration_files_changed_iqr_outlier', 'security_sensitive_files_changed_iqr_outlier', 'resolution_hours_iqr_outlier', 'iqr_outlier_feature_count', 'has_any_iqr_outlier', 'log1p_body_length', 'log1p_body_word_count', 'log1p_additions', 'log1p_deletions', 'log1p_total_changes', 'log1p_changed_files', 'has_multiple_commits', 'has_issue_comments', 'has_formal_review', 'has_review_comments']",['pr_number'],True,0.0,721006
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_pr_6013_flattened.csv,pallets_flask_pr_6013_flattened.csv,loaded,1,64,"['repository', 'pr_number', 'title', 'body', 'author_login', 'author_association', 'state', 'draft', 'locked', 'base_branch', 'head_branch', 'head_sha', 'created_at', 'updated_at', 'closed_at', 'merged_at', 'was_merged', 'mergeable_state', 'additions', 'deletions', 'total_changes', 'changed_files', 'commit_count', 'issue_comment_count', 'review_comment_count', 'label_count', 'labels', 'requested_reviewer_count', 'requested_reviewers', 'title_length', 'body_length', 'body_word_count', 'html_url', 'file_records_returned', 'test_files_changed', 'documentation_files_changed', 'configuration_files_changed', 'security_sensitive_files_changed', 'files_added', 'files_modified', 'files_removed', 'files_renamed', 'has_test_changes', 'has_documentation_changes', 'has_configuration_changes', 'has_security_sensitive_changes', 'review_count', 'unique_reviewer_count', 'approved_review_count', 'changes_requested_count', 'commented_review_count', 'dismissed_review_count', 'first_review_at', 'first_review_hours', 'ci_check_count', 'ci_success_count', 'ci_failure_count', 'ci_cancelled_count', 'ci_neutral_count', 'ci_skipped_count', 'ci_other_count', 'ci_has_failure', 'resolution_hours', 'merge_hours']",['pr_number'],True,0.0,1579
C:\Users\sabih\OneDrive\Desktop\Courseworks\AI GitHub PR Intelligence\data\processed\pallets_flask_pr_data_dictionary.csv,pallets_flask_pr_data_dictionary.csv,loaded,64,9,"['feature_name', 'data_type', 'description', 'source', 'availability_timing', 'leakage_status', 'proposed_use', 'missing_values', 'unique_values']",[],False,0.0,12813
