model_name,pr_number,actual_target,predicted_target,merge_probability,prediction_confidence,prediction_correct,selected_threshold
contributor_neutral_random_forest_tuned,5795,1,0,0.13878348904859103,0.8612165109514089,False,0.425
contributor_neutral_random_forest_tuned,5865,1,0,0.2240847543744288,0.7759152456255712,False,0.425
