pr_number,merge_probability,merge_prediction,merge_prediction_confidence,merge_prediction_threshold,merge_prediction_model_name
4401,0.14491148341754506,0,0.8550885165824549,0.425,contributor_neutral_random_forest_tuned
4405,0.5543973200858349,1,0.5543973200858349,0.425,contributor_neutral_random_forest_tuned
4412,0.7359738608807495,1,0.7359738608807495,0.425,contributor_neutral_random_forest_tuned
4415,0.15024443074326033,0,0.8497555692567397,0.425,contributor_neutral_random_forest_tuned
4432,0.4552280425167433,1,0.4552280425167433,0.425,contributor_neutral_random_forest_tuned
4435,0.14661418689183106,0,0.853385813108169,0.425,contributor_neutral_random_forest_tuned
4437,0.14979035790106449,0,0.8502096420989356,0.425,contributor_neutral_random_forest_tuned
4439,0.4057539875648262,0,0.5942460124351738,0.425,contributor_neutral_random_forest_tuned
4445,0.5543513824481754,1,0.5543513824481754,0.425,contributor_neutral_random_forest_tuned
4461,0.5620060135371858,1,0.5620060135371858,0.425,contributor_neutral_random_forest_tuned
4463,0.14729095698451636,0,0.8527090430154837,0.425,contributor_neutral_random_forest_tuned
4469,0.8114650310302505,1,0.8114650310302505,0.425,contributor_neutral_random_forest_tuned
4479,0.7483558849770889,1,0.7483558849770889,0.425,contributor_neutral_random_forest_tuned
4491,0.8869754413951988,1,0.8869754413951988,0.425,contributor_neutral_random_forest_tuned
4497,0.6323359786787048,1,0.6323359786787048,0.425,contributor_neutral_random_forest_tuned
4506,0.20280971385331215,0,0.7971902861466879,0.425,contributor_neutral_random_forest_tuned
4511,0.7971137043413749,1,0.7971137043413749,0.425,contributor_neutral_random_forest_tuned
4513,0.27206124208702387,0,0.7279387579129761,0.425,contributor_neutral_random_forest_tuned
4515,0.9119057151216169,1,0.9119057151216169,0.425,contributor_neutral_random_forest_tuned
4522,0.054049905523515414,0,0.9459500944764846,0.425,contributor_neutral_random_forest_tuned
4534,0.5965874547635031,1,0.5965874547635031,0.425,contributor_neutral_random_forest_tuned
4540,0.14067731815364515,0,0.8593226818463549,0.425,contributor_neutral_random_forest_tuned
4560,0.8914230593407168,1,0.8914230593407168,0.425,contributor_neutral_random_forest_tuned
4577,0.7239884382680601,1,0.7239884382680601,0.425,contributor_neutral_random_forest_tuned
4591,0.8445496390227081,1,0.8445496390227081,0.425,contributor_neutral_random_forest_tuned
4598,0.06498197671568909,0,0.9350180232843109,0.425,contributor_neutral_random_forest_tuned
4610,0.7256178254161992,1,0.7256178254161992,0.425,contributor_neutral_random_forest_tuned
4623,0.24228146383336593,0,0.7577185361666341,0.425,contributor_neutral_random_forest_tuned
4624,0.8179805127575304,1,0.8179805127575304,0.425,contributor_neutral_random_forest_tuned
4631,0.3319292221681047,0,0.6680707778318953,0.425,contributor_neutral_random_forest_tuned
4640,0.1272730194771266,0,0.8727269805228735,0.425,contributor_neutral_random_forest_tuned
4645,0.6344427457922089,1,0.6344427457922089,0.425,contributor_neutral_random_forest_tuned
4648,0.21648654694173744,0,0.7835134530582626,0.425,contributor_neutral_random_forest_tuned
4657,0.2605101477977923,0,0.7394898522022078,0.425,contributor_neutral_random_forest_tuned
4662,0.826530663522496,1,0.826530663522496,0.425,contributor_neutral_random_forest_tuned
4665,0.9173732576862753,1,0.9173732576862753,0.425,contributor_neutral_random_forest_tuned
4673,0.6258425075519152,1,0.6258425075519152,0.425,contributor_neutral_random_forest_tuned
4675,0.7127879155416831,1,0.7127879155416831,0.425,contributor_neutral_random_forest_tuned
4678,0.09064535162597975,0,0.9093546483740202,0.425,contributor_neutral_random_forest_tuned
4685,0.7887661654670433,1,0.7887661654670433,0.425,contributor_neutral_random_forest_tuned
4694,0.8780796561224662,1,0.8780796561224662,0.425,contributor_neutral_random_forest_tuned
4698,0.22588278891077107,0,0.7741172110892289,0.425,contributor_neutral_random_forest_tuned
4721,0.548382858044685,1,0.548382858044685,0.425,contributor_neutral_random_forest_tuned
4748,0.8614203704297329,1,0.8614203704297329,0.425,contributor_neutral_random_forest_tuned
4752,0.17870027332390184,0,0.8212997266760982,0.425,contributor_neutral_random_forest_tuned
4758,0.8740191497977009,1,0.8740191497977009,0.425,contributor_neutral_random_forest_tuned
4764,0.16471507229112994,0,0.8352849277088701,0.425,contributor_neutral_random_forest_tuned
4768,0.35828643409056665,0,0.6417135659094333,0.425,contributor_neutral_random_forest_tuned
4781,0.05873323070955642,0,0.9412667692904436,0.425,contributor_neutral_random_forest_tuned
4783,0.7925592070250312,1,0.7925592070250312,0.425,contributor_neutral_random_forest_tuned
4797,0.15279722401113935,0,0.8472027759888606,0.425,contributor_neutral_random_forest_tuned
4809,0.2046870123717242,0,0.7953129876282758,0.425,contributor_neutral_random_forest_tuned
4821,0.8157876819399833,1,0.8157876819399833,0.425,contributor_neutral_random_forest_tuned
4829,0.19676902872000263,0,0.8032309712799974,0.425,contributor_neutral_random_forest_tuned
4833,0.5968609393400178,1,0.5968609393400178,0.425,contributor_neutral_random_forest_tuned
4835,0.6502568344990497,1,0.6502568344990497,0.425,contributor_neutral_random_forest_tuned
4843,0.10366475253268649,0,0.8963352474673135,0.425,contributor_neutral_random_forest_tuned
4847,0.6488061200312294,1,0.6488061200312294,0.425,contributor_neutral_random_forest_tuned
4855,0.21661616209269338,0,0.7833838379073066,0.425,contributor_neutral_random_forest_tuned
4859,0.6833259736264577,1,0.6833259736264577,0.425,contributor_neutral_random_forest_tuned
4862,0.6741745546574689,1,0.6741745546574689,0.425,contributor_neutral_random_forest_tuned
4871,0.19402792996736765,0,0.8059720700326324,0.425,contributor_neutral_random_forest_tuned
4882,0.582768881171536,1,0.582768881171536,0.425,contributor_neutral_random_forest_tuned
4889,0.0933977656685207,0,0.9066022343314792,0.425,contributor_neutral_random_forest_tuned
4897,0.12684079405917864,0,0.8731592059408213,0.425,contributor_neutral_random_forest_tuned
4899,0.7010139025246954,1,0.7010139025246954,0.425,contributor_neutral_random_forest_tuned
4912,0.023239981409991676,0,0.9767600185900083,0.425,contributor_neutral_random_forest_tuned
4913,0.8166390082324508,1,0.8166390082324508,0.425,contributor_neutral_random_forest_tuned
4921,0.6597086042121587,1,0.6597086042121587,0.425,contributor_neutral_random_forest_tuned
4926,0.8814574199745397,1,0.8814574199745397,0.425,contributor_neutral_random_forest_tuned
4927,0.25542264679341237,0,0.7445773532065876,0.425,contributor_neutral_random_forest_tuned
4933,0.9098056270370133,1,0.9098056270370133,0.425,contributor_neutral_random_forest_tuned
4934,0.6155820970642248,1,0.6155820970642248,0.425,contributor_neutral_random_forest_tuned
4936,0.36648420378354124,0,0.6335157962164588,0.425,contributor_neutral_random_forest_tuned
4943,0.7495278981896094,1,0.7495278981896094,0.425,contributor_neutral_random_forest_tuned
4955,0.41167129883516834,0,0.5883287011648317,0.425,contributor_neutral_random_forest_tuned
4958,0.7183692947063277,1,0.7183692947063277,0.425,contributor_neutral_random_forest_tuned
4966,0.5249876641081312,1,0.5249876641081312,0.425,contributor_neutral_random_forest_tuned
4970,0.08527481428667125,0,0.9147251857133287,0.425,contributor_neutral_random_forest_tuned
4972,0.8856046503610795,1,0.8856046503610795,0.425,contributor_neutral_random_forest_tuned
4995,0.8668988414780828,1,0.8668988414780828,0.425,contributor_neutral_random_forest_tuned
4999,0.23377788519725878,0,0.7662221148027413,0.425,contributor_neutral_random_forest_tuned
5000,0.21116732786007422,0,0.7888326721399258,0.425,contributor_neutral_random_forest_tuned
5005,0.9172560309787156,1,0.9172560309787156,0.425,contributor_neutral_random_forest_tuned
5008,0.09764289572744037,0,0.9023571042725597,0.425,contributor_neutral_random_forest_tuned
5017,0.1912635337922163,0,0.8087364662077837,0.425,contributor_neutral_random_forest_tuned
5024,0.7373122585321964,1,0.7373122585321964,0.425,contributor_neutral_random_forest_tuned
5036,0.5027736471254964,1,0.5027736471254964,0.425,contributor_neutral_random_forest_tuned
5037,0.833267762778479,1,0.833267762778479,0.425,contributor_neutral_random_forest_tuned
5038,0.8912984261958593,1,0.8912984261958593,0.425,contributor_neutral_random_forest_tuned
5044,0.1278592742833832,0,0.8721407257166168,0.425,contributor_neutral_random_forest_tuned
5048,0.4996417109435229,1,0.4996417109435229,0.425,contributor_neutral_random_forest_tuned
5053,0.8538734537548917,1,0.8538734537548917,0.425,contributor_neutral_random_forest_tuned
5066,0.7473831396156393,1,0.7473831396156393,0.425,contributor_neutral_random_forest_tuned
5068,0.28810335047180463,0,0.7118966495281953,0.425,contributor_neutral_random_forest_tuned
5075,0.42390795172742857,0,0.5760920482725714,0.425,contributor_neutral_random_forest_tuned
5077,0.6743203223710836,1,0.6743203223710836,0.425,contributor_neutral_random_forest_tuned
5101,0.6362375150642848,1,0.6362375150642848,0.425,contributor_neutral_random_forest_tuned
5108,0.7843686516954115,1,0.7843686516954115,0.425,contributor_neutral_random_forest_tuned
5120,0.04207412875057422,0,0.9579258712494257,0.425,contributor_neutral_random_forest_tuned
5125,0.09413380359863625,0,0.9058661964013638,0.425,contributor_neutral_random_forest_tuned
5127,0.6089470818551215,1,0.6089470818551215,0.425,contributor_neutral_random_forest_tuned
5141,0.04388506057983018,0,0.9561149394201698,0.425,contributor_neutral_random_forest_tuned
5150,0.7920729104691905,1,0.7920729104691905,0.425,contributor_neutral_random_forest_tuned
5163,0.1524637167732524,0,0.8475362832267476,0.425,contributor_neutral_random_forest_tuned
5178,0.05580940366195496,0,0.944190596338045,0.425,contributor_neutral_random_forest_tuned
5180,0.9081836763490244,1,0.9081836763490244,0.425,contributor_neutral_random_forest_tuned
5182,0.31673653516838146,0,0.6832634648316185,0.425,contributor_neutral_random_forest_tuned
5184,0.9087299628308418,1,0.9087299628308418,0.425,contributor_neutral_random_forest_tuned
5187,0.6915529090064574,1,0.6915529090064574,0.425,contributor_neutral_random_forest_tuned
5188,0.08337300162493792,0,0.9166269983750621,0.425,contributor_neutral_random_forest_tuned
5194,0.04663485673267503,0,0.953365143267325,0.425,contributor_neutral_random_forest_tuned
5196,0.4030083991655877,0,0.5969916008344123,0.425,contributor_neutral_random_forest_tuned
5202,0.14376891765178423,0,0.8562310823482158,0.425,contributor_neutral_random_forest_tuned
5205,0.16815708152775746,0,0.8318429184722426,0.425,contributor_neutral_random_forest_tuned
5212,0.7583403417325499,1,0.7583403417325499,0.425,contributor_neutral_random_forest_tuned
5216,0.40482694698364236,0,0.5951730530163577,0.425,contributor_neutral_random_forest_tuned
5217,0.702255585803714,1,0.702255585803714,0.425,contributor_neutral_random_forest_tuned
5225,0.0738866911566049,0,0.926113308843395,0.425,contributor_neutral_random_forest_tuned
5227,0.13361766367525188,0,0.8663823363247481,0.425,contributor_neutral_random_forest_tuned
5232,0.8746605274060576,1,0.8746605274060576,0.425,contributor_neutral_random_forest_tuned
5242,0.8389680412191872,1,0.8389680412191872,0.425,contributor_neutral_random_forest_tuned
5244,0.15592892913188308,0,0.844071070868117,0.425,contributor_neutral_random_forest_tuned
5248,0.8718954583985012,1,0.8718954583985012,0.425,contributor_neutral_random_forest_tuned
5264,0.6243821117579623,1,0.6243821117579623,0.425,contributor_neutral_random_forest_tuned
5270,0.5417298437942164,1,0.5417298437942164,0.425,contributor_neutral_random_forest_tuned
5271,0.8721049600367898,1,0.8721049600367898,0.425,contributor_neutral_random_forest_tuned
5273,0.7671590644687095,1,0.7671590644687095,0.425,contributor_neutral_random_forest_tuned
5287,0.7964910290851236,1,0.7964910290851236,0.425,contributor_neutral_random_forest_tuned
5289,0.3041671891160272,0,0.6958328108839729,0.425,contributor_neutral_random_forest_tuned
5300,0.41171757682323445,0,0.5882824231767656,0.425,contributor_neutral_random_forest_tuned
5303,0.8238373236633201,1,0.8238373236633201,0.425,contributor_neutral_random_forest_tuned
5313,0.43781323848177606,1,0.43781323848177606,0.425,contributor_neutral_random_forest_tuned
5316,0.7166848882043156,1,0.7166848882043156,0.425,contributor_neutral_random_forest_tuned
5330,0.7821608843645432,1,0.7821608843645432,0.425,contributor_neutral_random_forest_tuned
5336,0.4700613101953126,1,0.4700613101953126,0.425,contributor_neutral_random_forest_tuned
5338,0.4512857767510704,1,0.4512857767510704,0.425,contributor_neutral_random_forest_tuned
5344,0.6261598319173425,1,0.6261598319173425,0.425,contributor_neutral_random_forest_tuned
5346,0.06934705110817799,0,0.930652948891822,0.425,contributor_neutral_random_forest_tuned
5352,0.7687591663419503,1,0.7687591663419503,0.425,contributor_neutral_random_forest_tuned
5355,0.7705804212689605,1,0.7705804212689605,0.425,contributor_neutral_random_forest_tuned
5357,0.04181395862399343,0,0.9581860413760066,0.425,contributor_neutral_random_forest_tuned
5370,0.3894923572774535,0,0.6105076427225464,0.425,contributor_neutral_random_forest_tuned
5374,0.7516326962261196,1,0.7516326962261196,0.425,contributor_neutral_random_forest_tuned
5376,0.7755156633533951,1,0.7755156633533951,0.425,contributor_neutral_random_forest_tuned
5377,0.42486337087339754,0,0.5751366291266025,0.425,contributor_neutral_random_forest_tuned
5382,0.5661851821770253,1,0.5661851821770253,0.425,contributor_neutral_random_forest_tuned
5384,0.35678619916873433,0,0.6432138008312657,0.425,contributor_neutral_random_forest_tuned
5386,0.8923766096978513,1,0.8923766096978513,0.425,contributor_neutral_random_forest_tuned
5389,0.25549075828224777,0,0.7445092417177522,0.425,contributor_neutral_random_forest_tuned
5393,0.573276864826187,1,0.573276864826187,0.425,contributor_neutral_random_forest_tuned
5401,0.7011997412289124,1,0.7011997412289124,0.425,contributor_neutral_random_forest_tuned
5402,0.29110501222486795,0,0.708894987775132,0.425,contributor_neutral_random_forest_tuned
5403,0.87746852222385,1,0.87746852222385,0.425,contributor_neutral_random_forest_tuned
5409,0.07338768562588914,0,0.9266123143741108,0.425,contributor_neutral_random_forest_tuned
5420,0.2171885211524051,0,0.7828114788475948,0.425,contributor_neutral_random_forest_tuned
5423,0.45298422076358386,1,0.45298422076358386,0.425,contributor_neutral_random_forest_tuned
5425,0.7126924793119861,1,0.7126924793119861,0.425,contributor_neutral_random_forest_tuned
5433,0.6155561631140247,1,0.6155561631140247,0.425,contributor_neutral_random_forest_tuned
5444,0.16613163006692996,0,0.83386836993307,0.425,contributor_neutral_random_forest_tuned
5449,0.39121355814523834,0,0.6087864418547617,0.425,contributor_neutral_random_forest_tuned
5451,0.7557699223647407,1,0.7557699223647407,0.425,contributor_neutral_random_forest_tuned
5452,0.6992998113368804,1,0.6992998113368804,0.425,contributor_neutral_random_forest_tuned
5457,0.5174980083985552,1,0.5174980083985552,0.425,contributor_neutral_random_forest_tuned
5460,0.43711201339826206,1,0.43711201339826206,0.425,contributor_neutral_random_forest_tuned
5463,0.1536725340358048,0,0.8463274659641952,0.425,contributor_neutral_random_forest_tuned
5464,0.2869104065328454,0,0.7130895934671546,0.425,contributor_neutral_random_forest_tuned
5467,0.8193681384551978,1,0.8193681384551978,0.425,contributor_neutral_random_forest_tuned
5470,0.7465608993859036,1,0.7465608993859036,0.425,contributor_neutral_random_forest_tuned
5474,0.703636578718271,1,0.703636578718271,0.425,contributor_neutral_random_forest_tuned
5476,0.6633399230762748,1,0.6633399230762748,0.425,contributor_neutral_random_forest_tuned
5478,0.19428532922548325,0,0.8057146707745168,0.425,contributor_neutral_random_forest_tuned
5481,0.8337819816691555,1,0.8337819816691555,0.425,contributor_neutral_random_forest_tuned
5482,0.32374824162892163,0,0.6762517583710783,0.425,contributor_neutral_random_forest_tuned
5487,0.49645272015477776,1,0.49645272015477776,0.425,contributor_neutral_random_forest_tuned
5493,0.7505329638156125,1,0.7505329638156125,0.425,contributor_neutral_random_forest_tuned
5497,0.2527019341399355,0,0.7472980658600645,0.425,contributor_neutral_random_forest_tuned
5499,0.38617451763663596,0,0.613825482363364,0.425,contributor_neutral_random_forest_tuned
5511,0.527826872294151,1,0.527826872294151,0.425,contributor_neutral_random_forest_tuned
5514,0.7375191077864806,1,0.7375191077864806,0.425,contributor_neutral_random_forest_tuned
5516,0.7751121116217917,1,0.7751121116217917,0.425,contributor_neutral_random_forest_tuned
5517,0.6912785365812794,1,0.6912785365812794,0.425,contributor_neutral_random_forest_tuned
5522,0.14328703413094918,0,0.8567129658690509,0.425,contributor_neutral_random_forest_tuned
5524,0.38177169058955635,0,0.6182283094104437,0.425,contributor_neutral_random_forest_tuned
5526,0.8122919688280443,1,0.8122919688280443,0.425,contributor_neutral_random_forest_tuned
5532,0.42190739407818667,0,0.5780926059218133,0.425,contributor_neutral_random_forest_tuned
5538,0.7040214492227829,1,0.7040214492227829,0.425,contributor_neutral_random_forest_tuned
5539,0.830214936864384,1,0.830214936864384,0.425,contributor_neutral_random_forest_tuned
5541,0.6661553256912064,1,0.6661553256912064,0.425,contributor_neutral_random_forest_tuned
5546,0.6944102964949782,1,0.6944102964949782,0.425,contributor_neutral_random_forest_tuned
5550,0.6005887340321897,1,0.6005887340321897,0.425,contributor_neutral_random_forest_tuned
5552,0.17019212899242073,0,0.8298078710075792,0.425,contributor_neutral_random_forest_tuned
5599,0.36286633202170876,0,0.6371336679782913,0.425,contributor_neutral_random_forest_tuned
5602,0.33459722749437515,0,0.6654027725056249,0.425,contributor_neutral_random_forest_tuned
5607,0.37483454973006475,0,0.6251654502699353,0.425,contributor_neutral_random_forest_tuned
5609,0.5668545003576161,1,0.5668545003576161,0.425,contributor_neutral_random_forest_tuned
5610,0.12841293170213108,0,0.8715870682978689,0.425,contributor_neutral_random_forest_tuned
5611,0.35002563700008643,0,0.6499743629999135,0.425,contributor_neutral_random_forest_tuned
5613,0.5856433384525509,1,0.5856433384525509,0.425,contributor_neutral_random_forest_tuned
5614,0.541777177268687,1,0.541777177268687,0.425,contributor_neutral_random_forest_tuned
5615,0.6045175892313874,1,0.6045175892313874,0.425,contributor_neutral_random_forest_tuned
5617,0.5701809955460294,1,0.5701809955460294,0.425,contributor_neutral_random_forest_tuned
5623,0.8296926898774478,1,0.8296926898774478,0.425,contributor_neutral_random_forest_tuned
5629,0.260221627293411,0,0.739778372706589,0.425,contributor_neutral_random_forest_tuned
5630,0.78559169036251,1,0.78559169036251,0.425,contributor_neutral_random_forest_tuned
5634,0.774145866651653,1,0.774145866651653,0.425,contributor_neutral_random_forest_tuned
5643,0.3690417364983902,0,0.6309582635016098,0.425,contributor_neutral_random_forest_tuned
5647,0.4632613294713851,1,0.4632613294713851,0.425,contributor_neutral_random_forest_tuned
5659,0.47731448461983156,1,0.47731448461983156,0.425,contributor_neutral_random_forest_tuned
5671,0.7464979599813686,1,0.7464979599813686,0.425,contributor_neutral_random_forest_tuned
5672,0.7082316483944465,1,0.7082316483944465,0.425,contributor_neutral_random_forest_tuned
5674,0.5363228045404225,1,0.5363228045404225,0.425,contributor_neutral_random_forest_tuned
5678,0.17033275284175306,0,0.8296672471582469,0.425,contributor_neutral_random_forest_tuned
5685,0.11825901884142706,0,0.8817409811585729,0.425,contributor_neutral_random_forest_tuned
5693,0.1844267433571541,0,0.815573256642846,0.425,contributor_neutral_random_forest_tuned
5695,0.66808052758993,1,0.66808052758993,0.425,contributor_neutral_random_forest_tuned
5698,0.364823724972806,0,0.635176275027194,0.425,contributor_neutral_random_forest_tuned
5700,0.6951999739420075,1,0.6951999739420075,0.425,contributor_neutral_random_forest_tuned
5701,0.7910186909319855,1,0.7910186909319855,0.425,contributor_neutral_random_forest_tuned
5702,0.6231234483703354,1,0.6231234483703354,0.425,contributor_neutral_random_forest_tuned
5706,0.10120782198725872,0,0.8987921780127412,0.425,contributor_neutral_random_forest_tuned
5708,0.09861050652884845,0,0.9013894934711515,0.425,contributor_neutral_random_forest_tuned
5713,0.38063361324175493,0,0.6193663867582451,0.425,contributor_neutral_random_forest_tuned
5717,0.1523889227820408,0,0.8476110772179593,0.425,contributor_neutral_random_forest_tuned
5723,0.5284349830141235,1,0.5284349830141235,0.425,contributor_neutral_random_forest_tuned
5727,0.48125257923099557,1,0.48125257923099557,0.425,contributor_neutral_random_forest_tuned
5730,0.8513958101035225,1,0.8513958101035225,0.425,contributor_neutral_random_forest_tuned
5731,0.8678538735161029,1,0.8678538735161029,0.425,contributor_neutral_random_forest_tuned
5732,0.14503176506241564,0,0.8549682349375843,0.425,contributor_neutral_random_forest_tuned
5735,0.27636234787341074,0,0.7236376521265893,0.425,contributor_neutral_random_forest_tuned
5736,0.6608298298196918,1,0.6608298298196918,0.425,contributor_neutral_random_forest_tuned
5737,0.7811040033886499,1,0.7811040033886499,0.425,contributor_neutral_random_forest_tuned
5742,0.5666641779802466,1,0.5666641779802466,0.425,contributor_neutral_random_forest_tuned
5743,0.5508750538441411,1,0.5508750538441411,0.425,contributor_neutral_random_forest_tuned
5750,0.1800745943759512,0,0.8199254056240488,0.425,contributor_neutral_random_forest_tuned
5754,0.6466624871880045,1,0.6466624871880045,0.425,contributor_neutral_random_forest_tuned
5757,0.5129405848563101,1,0.5129405848563101,0.425,contributor_neutral_random_forest_tuned
5761,0.24753081299724428,0,0.7524691870027558,0.425,contributor_neutral_random_forest_tuned
5765,0.1637353947600335,0,0.8362646052399665,0.425,contributor_neutral_random_forest_tuned
5767,0.3066305190494906,0,0.6933694809505093,0.425,contributor_neutral_random_forest_tuned
5772,0.3022027740657465,0,0.6977972259342535,0.425,contributor_neutral_random_forest_tuned
5777,0.6283181548113227,1,0.6283181548113227,0.425,contributor_neutral_random_forest_tuned
5780,0.2218295668836324,0,0.7781704331163676,0.425,contributor_neutral_random_forest_tuned
5788,0.17297444464016853,0,0.8270255553598315,0.425,contributor_neutral_random_forest_tuned
5793,0.11701179027462452,0,0.8829882097253755,0.425,contributor_neutral_random_forest_tuned
5795,0.13878348904859103,0,0.8612165109514089,0.425,contributor_neutral_random_forest_tuned
5797,0.5516288613269525,1,0.5516288613269525,0.425,contributor_neutral_random_forest_tuned
5798,0.5718918594916389,1,0.5718918594916389,0.425,contributor_neutral_random_forest_tuned
5799,0.7364443964106188,1,0.7364443964106188,0.425,contributor_neutral_random_forest_tuned
5800,0.8672333902747084,1,0.8672333902747084,0.425,contributor_neutral_random_forest_tuned
5801,0.07890234653979981,0,0.9210976534602002,0.425,contributor_neutral_random_forest_tuned
5807,0.6585281449804807,1,0.6585281449804807,0.425,contributor_neutral_random_forest_tuned
5808,0.4908948488971886,1,0.4908948488971886,0.425,contributor_neutral_random_forest_tuned
5811,0.42475718222062836,0,0.5752428177793716,0.425,contributor_neutral_random_forest_tuned
5812,0.7599850647998041,1,0.7599850647998041,0.425,contributor_neutral_random_forest_tuned
5818,0.7112737076299867,1,0.7112737076299867,0.425,contributor_neutral_random_forest_tuned
5824,0.14686711384643808,0,0.8531328861535619,0.425,contributor_neutral_random_forest_tuned
5826,0.3475110203032077,0,0.6524889796967923,0.425,contributor_neutral_random_forest_tuned
5827,0.5245982949271746,1,0.5245982949271746,0.425,contributor_neutral_random_forest_tuned
5829,0.4699194141835157,1,0.4699194141835157,0.425,contributor_neutral_random_forest_tuned
5844,0.26081436097721894,0,0.7391856390227811,0.425,contributor_neutral_random_forest_tuned
5845,0.18370843302121184,0,0.8162915669787881,0.425,contributor_neutral_random_forest_tuned
5858,0.3141935478618125,0,0.6858064521381875,0.425,contributor_neutral_random_forest_tuned
5865,0.22408475437442874,0,0.7759152456255712,0.425,contributor_neutral_random_forest_tuned
5874,0.4009929561026433,0,0.5990070438973567,0.425,contributor_neutral_random_forest_tuned
5875,0.12197153416303087,0,0.8780284658369691,0.425,contributor_neutral_random_forest_tuned
5885,0.24049710272117508,0,0.7595028972788249,0.425,contributor_neutral_random_forest_tuned
5896,0.34327831647169443,0,0.6567216835283056,0.425,contributor_neutral_random_forest_tuned
5898,0.7193300329379628,1,0.7193300329379628,0.425,contributor_neutral_random_forest_tuned
5899,0.7210183361333279,1,0.7210183361333279,0.425,contributor_neutral_random_forest_tuned
5900,0.8715896634104938,1,0.8715896634104938,0.425,contributor_neutral_random_forest_tuned
5903,0.7501930989924027,1,0.7501930989924027,0.425,contributor_neutral_random_forest_tuned
5911,0.31846378248627044,0,0.6815362175137296,0.425,contributor_neutral_random_forest_tuned
5917,0.8399413893322968,1,0.8399413893322968,0.425,contributor_neutral_random_forest_tuned
5923,0.4516631249921625,1,0.4516631249921625,0.425,contributor_neutral_random_forest_tuned
5924,0.8285092072075586,1,0.8285092072075586,0.425,contributor_neutral_random_forest_tuned
5928,0.769505133557648,1,0.769505133557648,0.425,contributor_neutral_random_forest_tuned
5938,0.5361217388149562,1,0.5361217388149562,0.425,contributor_neutral_random_forest_tuned
5945,0.58205580524665,1,0.58205580524665,0.425,contributor_neutral_random_forest_tuned
5950,0.45681773464196895,1,0.45681773464196895,0.425,contributor_neutral_random_forest_tuned
5955,0.286402668956802,0,0.713597331043198,0.425,contributor_neutral_random_forest_tuned
5962,0.4272234907630554,1,0.4272234907630554,0.425,contributor_neutral_random_forest_tuned
5966,0.2086064857028995,0,0.7913935142971005,0.425,contributor_neutral_random_forest_tuned
5982,0.12862226345054936,0,0.8713777365494506,0.425,contributor_neutral_random_forest_tuned
6013,0.6156231715804097,1,0.6156231715804097,0.425,contributor_neutral_random_forest_tuned
