pr_number,was_merged,split,draft,additions,deletions,total_changes,changed_files,commit_count,title_length,body_length,body_word_count,label_count,requested_reviewer_count,file_records_returned,test_files_changed,documentation_files_changed,configuration_files_changed,security_sensitive_files_changed,files_added,files_modified,files_removed,files_renamed,has_test_changes,has_documentation_changes,has_configuration_changes,has_security_sensitive_changes,commit_count_iqr_outlier,configuration_files_changed_iqr_outlier,test_files_changed_iqr_outlier,deletions_iqr_outlier,files_modified_iqr_outlier,additions_iqr_outlier,total_changes_iqr_outlier,body_length_iqr_outlier,body_word_count_iqr_outlier,files_added_iqr_outlier,changed_files_iqr_outlier,documentation_files_changed_iqr_outlier,security_sensitive_files_changed_iqr_outlier,files_removed_iqr_outlier,files_renamed_iqr_outlier,title_length_iqr_outlier,requested_reviewer_count_iqr_outlier,iqr_outlier_feature_count,has_any_iqr_outlier,log1p_body_length,log1p_body_word_count,log1p_additions,log1p_deletions,log1p_total_changes,log1p_changed_files,log1p_commit_count,has_description,has_detailed_description,short_title,very_long_description,change_density_per_file,deletion_ratio,has_zero_code_change,has_multiple_commits,created_day_of_week,created_hour_utc,created_on_weekend
2575,False,train,0.0,1.0,0.0,1.0,1.0,1.0,44.0,842.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.736966958001855,4.787491742782046,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0
2577,True,train,0.0,1.0,1.0,2.0,1.0,1.0,28.0,335.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817111159963204,4.007333185232471,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,2.0,21.0,0.0
2579,False,train,0.0,58.0,28.0,86.0,3.0,1.0,45.0,199.0,35.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.298317366548036,3.58351893845611,4.07753744390572,3.367295829986474,4.465908118654584,1.3862943611198906,0.6931471805599453,1.0,0.0,0.0,0.0,28.666666666666668,0.3255813953488372,0.0,0.0,3.0,16.0,0.0
2582,True,train,0.0,3.0,16.0,19.0,2.0,1.0,23.0,90.0,16.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.51085950651685,2.833213344056216,1.3862943611198906,2.833213344056216,2.995732273553991,1.0986122886681098,0.6931471805599453,1.0,0.0,0.0,0.0,9.5,0.8421052631578947,0.0,0.0,5.0,9.0,1.0
2588,False,train,0.0,15.0,0.0,15.0,3.0,2.0,62.0,1153.0,172.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.050989447068045,5.153291594497779,2.772588722239781,0.0,2.772588722239781,1.3862943611198906,1.0986122886681098,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,19.0,0.0
2592,True,train,0.0,43.0,18.0,61.0,2.0,1.0,37.0,267.0,48.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5909869805108565,3.8918202981106265,3.784189633918261,2.9444389791664403,4.127134385045092,1.0986122886681098,0.6931471805599453,1.0,0.0,0.0,0.0,30.5,0.2950819672131147,0.0,0.0,2.0,21.0,0.0
2600,False,train,0.0,180.0,2.0,182.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.198497031265826,1.0986122886681098,5.209486152841421,1.791759469228055,1.9459101490553128,0.0,0.0,1.0,0.0,36.4,0.0109890109890109,0.0,1.0,2.0,8.0,0.0
2603,True,train,0.0,3.0,3.0,6.0,1.0,1.0,29.0,85.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.454347296253507,2.70805020110221,1.3862943611198906,1.3862943611198906,1.9459101490553128,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.0,3.0,0.0
2609,True,train,0.0,3.0,0.0,3.0,1.0,1.0,31.0,111.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.718498871295094,2.833213344056216,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,20.0,1.0
2614,False,train,0.0,4.0,3.0,7.0,1.0,6.0,26.0,230.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.442417710521793,3.737669618283368,1.6094379124341005,1.3862943611198906,2.079441541679836,0.6931471805599453,1.9459101490553128,1.0,0.0,0.0,0.0,7.0,0.4285714285714285,0.0,1.0,2.0,10.0,0.0
2619,False,train,0.0,1.0,1.0,2.0,1.0,1.0,21.0,51.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.951243718581428,2.302585092994046,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,3.0,22.0,0.0
2622,True,train,0.0,29.0,32.0,61.0,4.0,1.0,24.0,12.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.5649493574615367,1.0986122886681098,3.4011973816621555,3.49650756146648,4.127134385045092,1.6094379124341005,0.6931471805599453,1.0,0.0,0.0,0.0,15.25,0.5245901639344263,0.0,0.0,1.0,16.0,0.0
2630,True,train,0.0,2.0,2.0,4.0,1.0,1.0,33.0,241.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.488937726156687,3.6375861597263857,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,0.0,22.0,0.0
2633,False,train,0.0,1.0,1.0,2.0,1.0,1.0,54.0,590.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3818160174060985,4.543294782270004,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,6.0,8.0,1.0
2637,True,train,0.0,13.0,14.0,27.0,1.0,1.0,38.0,12.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0986122886681098,2.6390573296152584,2.70805020110221,3.332204510175204,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,27.0,0.5185185185185185,0.0,0.0,5.0,16.0,1.0
2641,False,train,0.0,20.0,24.0,44.0,5.0,1.0,42.0,279.0,41.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.634789603169249,3.737669618283368,3.044522437723423,3.218875824868201,3.80666248977032,1.791759469228055,0.6931471805599453,1.0,0.0,0.0,0.0,8.8,0.5454545454545454,0.0,0.0,0.0,7.0,0.0
2650,False,train,0.0,4.0,0.0,4.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341005,0.0,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0
2652,True,train,0.0,1.0,0.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0
2672,False,train,0.0,54.0,62.0,116.0,2.0,4.0,21.0,75.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.330733340286331,2.3978952727983707,4.007333185232471,4.143134726391533,4.762173934797756,1.0986122886681098,1.6094379124341005,1.0,0.0,0.0,0.0,58.0,0.5344827586206896,0.0,1.0,0.0,19.0,0.0
2676,True,train,0.0,3340.0,2237.0,5577.0,103.0,1.0,33.0,1599.0,261.0,1.0,0.0,103.0,10.0,32.0,8.0,8.0,35.0,10.0,57.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0,7.377758908227872,5.568344503761097,8.114025442356757,7.71333788887187,8.626585568187433,4.6443908991413725,0.6931471805599453,1.0,1.0,0.0,0.0,54.14563106796116,0.4011117088040165,0.0,0.0,3.0,20.0,0.0
2682,False,train,0.0,0.0,0.0,0.0,0.0,1.0,41.0,553.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.317164686747284,4.465908118654584,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0
2685,True,train,0.0,542.0,375.0,917.0,7.0,1.0,19.0,710.0,115.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.566672429803241,4.7535901911063645,6.297109319933935,5.929589143389895,6.822197390620491,2.079441541679836,0.6931471805599453,1.0,1.0,0.0,0.0,131.0,0.4089422028353326,0.0,0.0,0.0,7.0,0.0
2699,True,train,0.0,341.0,13.0,354.0,21.0,1.0,27.0,205.0,30.0,0.0,0.0,21.0,2.0,4.0,5.0,1.0,14.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,5.327876168789581,3.4339872044851463,5.834810737062605,2.6390573296152584,5.872117789475416,3.091042453358316,0.6931471805599453,1.0,0.0,0.0,0.0,16.857142857142858,0.0367231638418079,0.0,0.0,3.0,18.0,0.0
2719,True,train,0.0,1.0,1.0,2.0,1.0,1.0,16.0,34.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.555348061489413,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0
2730,True,train,0.0,5.0,1.0,6.0,3.0,1.0,42.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.791759469228055,0.6931471805599453,1.9459101490553128,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,2.0,0.1666666666666666,0.0,0.0,4.0,11.0,0.0
2740,False,train,0.0,11.0,0.0,11.0,1.0,1.0,38.0,87.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477336814478207,2.70805020110221,2.4849066497880004,0.0,2.4849066497880004,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,14.0,1.0
2746,True,train,0.0,1.0,1.0,2.0,1.0,1.0,48.0,197.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.288267030694535,3.4011973816621555,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,6.0,22.0,1.0
2753,False,train,0.0,1.0,1.0,2.0,1.0,1.0,20.0,101.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.624972813284271,2.9444389791664403,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.0,15.0,0.0
2765,True,train,0.0,39.0,9.0,48.0,3.0,1.0,45.0,270.0,48.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.602118820879701,3.8918202981106265,3.688879454113936,2.302585092994046,3.8918202981106265,1.3862943611198906,0.6931471805599453,1.0,0.0,0.0,0.0,16.0,0.1875,0.0,0.0,1.0,16.0,0.0
2775,False,train,0.0,69.0,76.0,145.0,2.0,17.0,41.0,563.0,92.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,6.335054251498059,4.532599493153256,4.248495242049359,4.343805421853684,4.983606621708336,1.0986122886681098,2.8903717578961645,1.0,1.0,0.0,0.0,72.5,0.5241379310344828,0.0,1.0,5.0,14.0,1.0
2781,False,train,0.0,64.0,4.0,68.0,2.0,1.0,47.0,1457.0,226.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.284820912568604,5.424950017481403,4.174387269895637,1.6094379124341005,4.23410650459726,1.0986122886681098,0.6931471805599453,1.0,1.0,0.0,0.0,34.0,0.0588235294117647,0.0,0.0,6.0,20.0,1.0
2783,False,train,0.0,8.0,7.0,15.0,1.0,2.0,39.0,103.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.6443908991413725,2.8903717578961645,2.19722457733622,2.079441541679836,2.772588722239781,0.6931471805599453,1.0986122886681098,1.0,0.0,0.0,0.0,15.0,0.4666666666666667,0.0,1.0,0.0,18.0,0.0
2793,True,train,0.0,1.0,1.0,2.0,1.0,1.0,32.0,108.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.691347882229144,2.833213344056216,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,6.0,0.0
2797,False,train,0.0,1.0,1.0,2.0,1.0,1.0,13.0,35.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,1.791759469228055,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,2.0,3.0,0.0
2808,True,train,0.0,1.0,1.0,2.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,17.0,0.0
2809,False,train,0.0,11.0,0.0,11.0,1.0,1.0,40.0,63.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.158883083359672,2.6390573296152584,2.4849066497880004,0.0,2.4849066497880004,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0
2834,True,train,0.0,1.0,1.0,2.0,1.0,1.0,42.0,205.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.327876168789581,3.295836866004329,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,6.0,4.0,1.0
2835,False,train,0.0,1.0,0.0,1.0,1.0,1.0,28.0,50.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9318256327243257,2.19722457733622,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0
2849,False,train,0.0,13.0,20.0,33.0,1.0,3.0,28.0,942.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.849066282633458,4.955827057601261,2.6390573296152584,3.044522437723423,3.5263605246161616,0.6931471805599453,1.3862943611198906,1.0,1.0,0.0,0.0,33.0,0.6060606060606061,0.0,1.0,4.0,4.0,0.0
2850,True,train,0.0,1.0,1.0,2.0,1.0,1.0,49.0,99.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605170185988092,2.772588722239781,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,4.0,19.0,0.0
2854,True,train,0.0,42.0,0.0,42.0,2.0,1.0,60.0,642.0,99.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.466144724237619,4.605170185988092,3.7612001156935615,0.0,3.7612001156935615,1.0986122886681098,0.6931471805599453,1.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,4.0,20.0,0.0
2855,False,train,0.0,8.0,2.0,10.0,1.0,1.0,30.0,61.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127134385045092,2.4849066497880004,2.19722457733622,1.0986122886681098,2.3978952727983707,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,6.0,3.0,1.0
2858,False,train,0.0,7.0,9.0,16.0,3.0,3.0,47.0,689.0,88.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.536691597591305,4.48863636973214,2.079441541679836,2.302585092994046,2.833213344056216,1.3862943611198906,1.3862943611198906,1.0,1.0,0.0,0.0,5.333333333333333,0.5625,0.0,1.0,1.0,21.0,0.0
2859,False,train,0.0,15.0,15.0,30.0,2.0,3.0,45.0,200.0,27.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.303304908059076,3.332204510175204,2.772588722239781,2.772588722239781,3.4339872044851463,1.0986122886681098,1.3862943611198906,1.0,0.0,0.0,0.0,15.0,0.5,0.0,1.0,2.0,5.0,0.0
2861,True,train,0.0,26.0,17.0,43.0,4.0,2.0,73.0,1591.0,262.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.372746366404328,5.572154032177765,3.295836866004329,2.8903717578961645,3.784189633918261,1.6094379124341005,1.0986122886681098,1.0,1.0,0.0,0.0,10.75,0.3953488372093023,0.0,1.0,2.0,14.0,0.0
2862,False,train,0.0,17.0,5.0,22.0,2.0,2.0,44.0,276.0,44.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.6240175061873385,3.80666248977032,2.8903717578961645,1.791759469228055,3.1354942159291497,1.0986122886681098,1.0986122886681098,1.0,0.0,0.0,0.0,11.0,0.2272727272727272,0.0,1.0,3.0,3.0,0.0
2871,False,train,0.0,15.0,15.0,30.0,1.0,2.0,62.0,46.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.8501476017100575,1.9459101490553128,2.772588722239781,2.772588722239781,3.4339872044851463,0.6931471805599453,1.0986122886681098,1.0,0.0,0.0,0.0,30.0,0.5,0.0,1.0,1.0,6.0,0.0
