pr_number,split,merge_delay_target,additions,additions_iqr_outlier,body_length,body_length_iqr_outlier,body_word_count,body_word_count_iqr_outlier,change_density_per_file,changed_files,changed_files_iqr_outlier,commit_count,commit_count_iqr_outlier,configuration_files_changed,configuration_files_changed_iqr_outlier,created_day_of_week,created_hour_utc,created_on_weekend,deletion_ratio,deletions,deletions_iqr_outlier,documentation_files_changed,documentation_files_changed_iqr_outlier,files_added,files_added_iqr_outlier,files_modified,files_modified_iqr_outlier,files_removed,files_removed_iqr_outlier,files_renamed,files_renamed_iqr_outlier,has_any_iqr_outlier,has_configuration_changes,has_description,has_detailed_description,has_documentation_changes,has_multiple_commits,has_security_sensitive_changes,has_test_changes,iqr_outlier_feature_count,label_count,log1p_additions,log1p_body_length,log1p_body_word_count,log1p_changed_files,log1p_commit_count,log1p_deletions,log1p_total_changes,requested_reviewer_count,requested_reviewer_count_iqr_outlier,security_sensitive_files_changed,security_sensitive_files_changed_iqr_outlier,short_title,test_files_changed,test_files_changed_iqr_outlier,title_length,title_length_iqr_outlier,total_changes,total_changes_iqr_outlier,very_long_description
3624,train,0,2,False,6663,True,629,True,2.0,2,False,1,False,0,False,2,8,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,8.804475183846678,6.4457198193855785,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,31,False,4,False,True
3636,train,0,2,False,7221,True,626,True,2.0,2,False,1,False,0,False,2,8,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,8.884887201837403,6.440946540632921,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,31,False,4,False,True
3644,train,0,1,False,5046,True,551,True,2.0,1,False,1,False,0,False,0,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.526549286340263,6.313548046277095,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,30,False,2,False,True
3648,train,0,1,False,4830,True,529,True,2.0,1,False,1,False,0,False,2,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.482808764554406,6.272877006546167,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,34,False,2,False,True
3659,train,0,4,False,138,False,21,False,12.0,1,False,1,False,0,False,3,3,False,0.6666666666666666,8,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,1.6094379124341005,4.934473933130692,3.091042453358316,0.6931471805599453,0.6931471805599453,2.19722457733622,2.5649493574615367,0,False,0,False,False,0,False,49,False,12,False,False
3669,train,1,397,True,590,False,91,False,165.4,5,False,6,True,0,False,1,17,False,0.5199516324062878,430,True,5,True,1,True,4,True,0,False,0,False,True,False,True,True,True,True,False,False,8,1,5.986452005284438,6.3818160174060985,4.5217885770490405,1.791759469228055,1.9459101490553128,6.066108090103747,6.71901315438526,0,False,0,False,False,0,False,33,False,827,True,False
3671,train,0,1,False,7897,True,685,True,2.0,1,False,1,False,0,False,3,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.974364841846596,6.530877627725885,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,35,False,2,False,True
3677,train,0,2,False,7679,True,699,True,2.0,2,False,1,False,0,False,0,8,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,8.946374826141717,6.551080335043404,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,31,False,4,False,True
3686,train,0,1,False,5298,True,568,True,2.0,1,False,1,False,0,False,2,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.575273402492762,6.343880434126331,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,30,False,2,False,True
3699,train,1,0,False,109,False,19,False,6.5,2,False,1,False,0,False,6,13,True,1.0,13,False,0,False,0,False,2,False,0,False,0,False,True,False,True,False,False,False,False,True,1,1,0.0,4.700480365792417,2.995732273553991,1.0986122886681098,0.6931471805599453,2.6390573296152584,2.6390573296152584,0,False,0,False,False,2,True,40,False,13,False,False
3709,train,0,473,True,14,False,2,False,193.6,5,False,1,False,0,False,3,19,False,0.5113636363636364,495,True,1,False,1,True,4,True,0,False,0,False,True,False,True,False,True,False,False,False,5,0,6.161207321695077,2.70805020110221,1.0986122886681098,1.791759469228055,0.6931471805599453,6.206575926724928,6.876264611890766,0,False,0,False,False,0,False,36,False,968,True,False
3716,train,0,1,False,5186,True,548,True,2.0,1,False,1,False,0,False,0,9,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.553910774351401,6.3080984415095305,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,34,False,2,False,True
3728,train,1,1,False,369,False,49,False,2.0,1,False,1,False,0,False,3,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,False,False,False,False,False,1,0,0.6931471805599453,5.91350300563827,3.912023005428146,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,38,False,2,False,False
3742,train,0,1,False,10857,True,856,True,2.0,1,False,1,False,0,False,0,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,9.292657414465396,6.75343791859778,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,35,False,2,False,True
3756,train,0,2,False,7037,True,618,True,2.0,2,False,1,False,0,False,0,8,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,8.85907931788153,6.428105272684596,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,31,False,4,False,True
3771,train,0,1,False,45,False,10,False,2.0,1,False,1,False,0,False,0,14,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,0.6931471805599453,3.828641396489095,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,36,False,2,False,False
3773,train,0,2,False,5485,True,533,True,2.0,2,False,1,False,0,False,3,8,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,8.60995467149755,6.280395838960195,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,35,False,4,False,True
3785,train,1,8,False,153,False,21,False,5.333333333333333,3,False,3,True,2,True,5,5,True,0.5,8,False,0,False,0,False,3,False,0,False,0,False,True,True,True,False,False,True,False,False,3,0,2.19722457733622,5.0369526024136295,3.091042453358316,1.3862943611198906,1.3862943611198906,2.19722457733622,2.833213344056216,0,False,0,False,False,0,False,21,False,16,False,False
3790,train,0,2,False,9547,True,891,True,3.0,2,False,1,False,0,False,3,21,False,0.6666666666666666,4,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,9.16408698745872,6.79346613258001,1.0986122886681098,0.6931471805599453,1.6094379124341005,1.9459101490553128,0,False,0,False,False,0,False,31,False,6,False,True
3802,train,0,2,False,204,False,36,False,5.0,1,False,5,True,0,False,2,20,False,0.6,3,False,1,False,0,False,1,False,0,False,0,False,True,False,True,False,True,True,False,False,1,1,1.0986122886681098,5.3230099791384085,3.610917912644224,0.6931471805599453,1.791759469228055,1.3862943611198906,1.791759469228055,0,False,0,False,False,0,False,69,False,5,False,False
3816,train,0,1,False,328,False,28,False,2.0,1,False,1,False,0,False,3,15,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,False,False,True,False,False,False,False,False,0,1,0.6931471805599453,5.796057750765372,3.367295829986474,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,49,False,2,False,False
3819,train,0,4,False,5600,True,556,True,7.0,1,False,1,False,0,False,6,9,True,0.4285714285714285,3,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.6094379124341005,8.630700432209832,6.322565239927284,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.079441541679836,0,False,0,False,False,0,False,30,False,7,False,True
3823,train,0,33,False,0,False,0,False,9.714285714285714,7,True,1,False,1,True,6,13,True,0.5147058823529411,35,True,0,False,0,False,7,True,0,False,0,False,True,True,False,False,False,False,False,True,5,0,3.5263605246161616,0.0,0.0,2.079441541679836,0.6931471805599453,3.58351893845611,4.23410650459726,0,False,0,False,False,1,True,19,False,68,False,False
3828,train,0,259,True,810,False,94,False,114.0,8,True,1,False,0,False,3,17,False,0.7160087719298246,653,True,3,True,0,False,8,True,0,False,0,False,True,False,True,True,True,False,False,True,7,0,5.560681631015528,6.698268054115413,4.553876891600541,2.19722457733622,0.6931471805599453,6.483107351457199,6.816735880594968,0,False,0,False,False,3,True,50,False,912,True,False
3836,train,0,1,False,357,False,60,False,2.0,1,False,1,False,1,True,1,17,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,True,True,True,False,False,False,False,1,0,0.6931471805599453,5.8805329864007,4.110873864173311,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,33,False,2,False,False
3854,train,0,1,False,0,False,0,False,2.0,1,False,1,False,1,True,0,16,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,True,False,False,False,False,False,False,1,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,37,False,2,False,False
3855,train,0,2,False,8793,True,719,True,2.0,2,False,1,False,0,False,4,9,False,0.5,2,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.0986122886681098,9.081824949740756,6.579251212010101,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,31,False,4,False,True
3859,train,0,4,False,7080,True,730,True,3.333333333333333,3,False,1,False,0,False,4,9,False,0.6,6,False,0,False,0,False,3,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.6094379124341005,8.865170419651774,6.594413459749778,1.3862943611198906,0.6931471805599453,1.9459101490553128,2.3978952727983707,0,False,0,False,False,0,False,32,False,10,False,True
3880,train,0,1,False,399,False,69,False,2.0,1,False,1,False,0,False,2,17,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,True,True,False,False,False,0,1,0.6931471805599453,5.991464547107982,4.248495242049359,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,40,False,2,False,False
3887,train,0,3,False,5737,True,569,True,2.0,3,False,1,False,0,False,0,11,False,0.5,3,False,0,False,0,False,3,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.3862943611198906,8.65486599654131,6.345636360828596,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.9459101490553128,0,False,0,False,False,0,False,32,False,6,False,True
3891,train,0,23,False,8642,True,891,True,17.5,2,False,1,False,0,False,0,11,False,0.3428571428571428,12,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,3.1780538303479458,9.064505023752638,6.79346613258001,1.0986122886681098,0.6931471805599453,2.5649493574615367,3.58351893845611,0,False,0,False,False,0,False,34,False,35,False,True
3895,train,0,28,False,521,False,69,False,16.571428571428573,7,True,1,False,0,False,1,6,False,0.7586206896551724,88,True,4,True,0,False,7,True,0,False,0,False,True,False,True,True,True,False,False,True,6,1,3.367295829986474,6.257667587882639,4.248495242049359,2.079441541679836,0.6931471805599453,4.48863636973214,4.762173934797756,0,False,0,False,False,1,True,25,False,116,True,False
3907,train,1,61,True,1137,False,190,False,20.33333333333333,3,False,1,False,0,False,6,11,True,0.0,0,False,1,False,0,False,3,False,0,False,0,False,True,False,True,True,True,False,False,True,3,0,4.127134385045092,7.037027614686276,5.25227342804663,1.3862943611198906,0.6931471805599453,0.0,4.127134385045092,0,False,0,False,False,1,True,41,False,61,False,False
3922,train,0,40,False,0,False,0,False,7.1,10,True,4,True,4,True,2,18,False,0.4366197183098591,31,True,5,True,0,False,9,True,0,False,1,True,True,True,False,False,True,True,False,False,7,0,3.713572066704308,0.0,0.0,2.3978952727983707,1.6094379124341005,3.4657359027997265,4.276666119016055,0,False,0,False,False,0,False,48,False,71,False,False
3932,train,0,9,False,531,False,91,False,4.333333333333333,3,False,1,False,0,False,2,13,False,0.3076923076923077,4,False,0,False,0,False,3,False,0,False,0,False,True,False,True,True,False,False,False,True,1,0,2.302585092994046,6.2766434893416445,4.5217885770490405,1.3862943611198906,0.6931471805599453,1.6094379124341005,2.6390573296152584,0,False,0,False,False,2,True,45,False,13,False,False
3943,train,0,1,False,0,False,0,False,2.0,1,False,1,False,1,True,0,17,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,True,False,False,False,False,False,False,1,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,37,False,2,False,False
3952,train,0,1,False,0,False,0,False,2.0,1,False,1,False,1,True,0,17,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,True,False,False,False,False,False,False,1,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,37,False,2,False,False
3971,train,1,52,False,166,False,12,False,50.5,2,False,1,False,0,False,5,16,True,0.4851485148514851,49,True,0,False,0,False,2,False,0,False,0,False,True,False,True,False,False,False,False,False,2,0,3.970291913552122,5.117993812416755,2.5649493574615367,1.0986122886681098,0.6931471805599453,3.912023005428146,4.624972813284271,0,False,0,False,False,0,False,40,False,101,True,False
3989,train,0,74,True,426,False,76,False,30.33333333333333,6,False,3,True,0,False,6,19,True,0.5934065934065934,108,True,1,False,0,False,6,True,0,False,0,False,True,False,True,True,True,True,False,True,6,1,4.31748811353631,6.056784013228625,4.343805421853684,1.9459101490553128,1.3862943611198906,4.691347882229144,5.209486152841421,0,False,0,False,False,1,True,18,False,182,True,False
4011,train,0,9,False,58,False,8,False,7.333333333333333,3,False,1,False,0,False,1,22,False,0.5909090909090909,13,False,0,False,0,False,3,False,0,False,0,False,False,False,True,False,False,False,False,False,0,0,2.302585092994046,4.07753744390572,2.19722457733622,1.3862943611198906,0.6931471805599453,2.6390573296152584,3.1354942159291497,0,False,0,False,False,0,False,31,False,22,False,False
4047,train,0,11,False,598,False,94,False,6.666666666666667,3,False,1,False,1,True,3,23,False,0.45,9,False,1,False,0,False,3,False,0,False,0,False,True,True,True,True,True,False,False,False,1,0,2.4849066497880004,6.395261598115449,4.553876891600541,1.3862943611198906,0.6931471805599453,2.302585092994046,3.044522437723423,0,False,0,False,False,0,False,58,False,20,False,False
4071,train,1,36,False,920,False,149,False,11.75,4,False,4,True,0,False,0,21,False,0.2340425531914893,11,False,1,False,0,False,4,True,0,False,0,False,True,False,True,True,True,True,False,False,2,1,3.610917912644224,6.825460036255307,5.010635294096256,1.6094379124341005,1.6094379124341005,2.4849066497880004,3.871201010907891,0,False,0,False,False,0,False,32,False,47,False,False
4100,train,0,1,False,0,False,0,False,2.0,1,False,1,False,0,False,0,8,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,False,False,True,False,False,False,0,1,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,35,False,2,False,False
4139,train,1,45,False,485,False,82,False,43.0,2,False,1,False,0,False,0,14,False,0.4767441860465116,41,True,1,False,0,False,2,False,0,False,0,False,True,False,True,True,True,False,True,False,4,1,3.828641396489095,6.186208623900494,4.418840607796598,1.0986122886681098,0.6931471805599453,3.737669618283368,4.465908118654584,0,False,1,True,False,0,False,35,False,86,True,False
4175,train,0,2,False,173,False,20,False,4.0,1,False,1,False,0,False,5,11,True,0.5,2,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,1.0986122886681098,5.159055299214529,3.044522437723423,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,22,False,4,False,False
4181,train,0,3,False,10638,True,641,True,4.0,1,False,1,False,0,False,3,8,False,0.25,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.3862943611198906,9.272281773516363,6.464588303689961,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0,False,0,False,False,0,False,34,False,4,False,True
4184,train,0,24,False,4298,True,371,True,24.0,2,False,1,False,0,False,3,8,False,0.5,24,True,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,3,1,3.218875824868201,8.366137716496281,5.918893854273146,1.0986122886681098,0.6931471805599453,3.218875824868201,3.8918202981106265,0,False,0,False,False,0,False,36,False,48,False,True
4190,train,1,4,False,193,False,22,False,4.5,2,False,2,True,0,False,2,7,False,0.5555555555555556,5,False,2,False,0,False,2,False,0,False,0,False,True,False,True,False,True,True,False,False,2,1,1.6094379124341005,5.267858159063328,3.1354942159291497,1.0986122886681098,1.0986122886681098,1.791759469228055,2.302585092994046,0,False,0,False,False,0,False,41,False,9,False,False
4209,train,0,6,False,7516,True,574,True,6.0,2,False,1,False,0,False,6,8,True,0.5,6,False,0,False,0,False,2,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,1.9459101490553128,8.924922401177469,6.354370040797351,1.0986122886681098,0.6931471805599453,1.9459101490553128,2.5649493574615367,0,False,0,False,False,0,False,31,False,12,False,True
4221,train,0,1,False,159,False,25,False,2.0,1,False,1,False,0,False,3,6,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,0.6931471805599453,5.075173815233827,3.258096538021482,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,50,False,2,False,False
4234,train,0,3,False,55,False,10,False,7.0,1,False,1,False,0,False,4,11,False,0.5714285714285714,4,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,1.3862943611198906,4.02535169073515,2.3978952727983707,0.6931471805599453,0.6931471805599453,1.6094379124341005,2.079441541679836,0,False,0,False,False,0,False,57,False,7,False,False
4254,train,0,1,False,5688,True,463,True,2.0,1,False,1,False,0,False,2,8,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,2,1,0.6931471805599453,8.646289764750648,6.139884552226255,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,30,False,2,False,True
4266,train,0,1,False,66,False,6,False,2.0,1,False,1,False,0,False,1,16,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,0,0.6931471805599453,4.204692619390966,1.9459101490553128,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,31,False,2,False,False
4271,train,1,1,False,121,False,21,False,2.0,1,False,1,False,0,False,0,8,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,0.6931471805599453,4.804021044733257,3.091042453358316,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,33,False,2,False,False
4283,train,0,21,False,25,False,3,False,8.2,5,False,1,False,0,False,4,16,False,0.4878048780487805,20,True,0,False,0,False,5,True,0,False,0,False,True,False,True,False,False,False,False,False,2,0,3.091042453358316,3.258096538021482,1.3862943611198906,1.791759469228055,0.6931471805599453,3.044522437723423,3.737669618283368,0,False,0,False,False,0,False,22,False,41,False,False
4287,train,0,2,False,0,False,0,False,2.0,2,False,1,False,0,False,0,14,False,0.5,2,False,1,False,0,False,2,False,0,False,0,False,False,False,False,False,True,False,False,False,0,0,1.0986122886681098,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.6094379124341005,0,False,0,False,False,0,False,21,False,4,False,False
4298,train,1,2,False,2609,True,334,True,5.0,2,False,1,False,0,False,3,13,False,0.8,8,False,1,False,0,False,2,False,0,False,0,False,True,False,True,True,True,False,False,False,3,0,1.0986122886681098,7.867105500316739,5.814130531825066,1.0986122886681098,0.6931471805599453,2.19722457733622,2.3978952727983707,0,False,0,False,False,0,False,27,False,10,False,True
4304,train,0,1,False,102,False,9,False,2.0,1,False,1,False,0,False,0,8,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,0,0.6931471805599453,4.634728988229636,2.302585092994046,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,57,False,2,False,False
4326,train,0,37,False,0,False,0,False,14.8,5,False,1,False,1,True,0,19,False,0.5,37,True,0,False,0,False,5,True,0,False,0,False,True,True,False,False,False,False,False,False,3,0,3.6375861597263857,0.0,0.0,1.791759469228055,0.6931471805599453,3.6375861597263857,4.31748811353631,0,False,0,False,False,0,False,19,False,74,False,False
4335,train,0,178,True,390,False,49,False,17.333333333333332,15,True,3,True,3,True,4,2,False,0.3153846153846154,82,True,5,True,0,False,15,True,0,False,0,False,True,True,True,False,True,True,False,True,9,0,5.187385805840755,5.968707559985366,3.912023005428146,2.772588722239781,1.3862943611198906,4.418840607796598,5.564520407322694,0,False,0,False,False,2,True,15,False,260,True,False
4343,train,0,78,True,207,False,34,False,20.0,5,False,2,True,0,False,1,16,False,0.22,22,True,5,True,0,False,5,True,0,False,0,False,True,False,True,False,True,True,False,False,6,1,4.3694478524670215,5.337538079701318,3.555348061489413,1.791759469228055,1.0986122886681098,3.1354942159291497,4.61512051684126,0,False,0,False,False,0,False,40,False,100,True,False
4382,train,1,13,False,117,False,20,False,19.0,1,False,1,False,0,False,6,4,True,0.3157894736842105,6,False,1,False,0,False,1,False,0,False,0,False,True,False,True,False,True,False,False,False,1,1,2.6390573296152584,4.770684624465665,3.044522437723423,0.6931471805599453,0.6931471805599453,1.9459101490553128,2.995732273553991,0,False,0,False,False,0,False,57,False,19,False,False
4397,train,1,0,False,548,False,65,False,12.0,1,False,1,False,0,False,4,5,False,1.0,12,False,1,False,0,False,1,False,0,False,0,False,True,False,True,True,True,False,True,False,2,1,0.0,6.3080984415095305,4.189654742026425,0.6931471805599453,0.6931471805599453,2.5649493574615367,2.5649493574615367,0,False,1,True,False,0,False,34,False,12,False,False
4412,train,1,155,True,107,False,8,False,17.22222222222222,9,True,1,False,0,False,1,13,False,0.0,0,False,9,True,0,False,9,True,0,False,0,False,True,False,True,False,True,False,False,False,5,1,5.049856007249537,4.68213122712422,2.19722457733622,2.302585092994046,0.6931471805599453,0.0,5.049856007249537,0,False,0,False,False,0,False,28,False,155,True,False
4432,train,1,2,False,587,False,103,False,3.0,1,False,1,False,0,False,3,10,False,0.3333333333333333,1,False,0,False,0,False,1,False,0,False,0,False,True,False,True,True,False,False,False,False,1,0,1.0986122886681098,6.376726947898627,4.6443908991413725,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,False,0,False,False,0,False,45,False,3,False,False
4445,train,0,33,False,633,False,113,False,31.5,2,False,1,False,0,False,2,19,False,0.4761904761904761,30,True,1,False,0,False,2,False,0,False,0,False,True,False,True,True,True,False,False,False,1,0,3.5263605246161616,6.452048954437226,4.736198448394496,1.0986122886681098,0.6931471805599453,3.4339872044851463,4.158883083359672,0,False,0,False,False,0,False,48,False,63,False,False
4461,train,0,11,False,384,False,59,False,5.5,2,False,1,False,0,False,2,3,False,0.0,0,False,1,False,0,False,2,False,0,False,0,False,False,False,True,True,True,False,False,False,0,1,2.4849066497880004,5.953243334287785,4.0943445622221,1.0986122886681098,0.6931471805599453,0.0,2.4849066497880004,0,False,0,False,False,0,False,36,False,11,False,False
4469,train,0,3,False,145,False,26,False,6.0,1,False,1,False,0,False,6,13,True,0.5,3,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,1.3862943611198906,4.983606621708336,3.295836866004329,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.9459101490553128,0,False,0,False,False,0,False,48,False,6,False,False
4479,train,1,190,True,819,False,138,False,55.0,4,False,3,True,0,False,1,21,False,0.1363636363636363,30,True,2,False,0,False,4,True,0,False,0,False,True,False,True,True,True,True,False,True,7,0,5.25227342804663,6.709304340258298,4.934473933130692,1.6094379124341005,1.3862943611198906,3.4339872044851463,5.3981627015177525,0,False,0,False,False,1,True,54,False,220,True,False
4491,train,0,1,False,28,False,7,False,2.0,1,False,1,False,0,False,1,9,False,0.5,1,False,1,False,0,False,1,False,0,False,0,False,False,False,True,False,True,False,False,False,0,1,0.6931471805599453,3.367295829986474,2.079441541679836,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,30,False,2,False,False
4497,train,0,2,False,27,False,4,False,2.0,1,False,1,False,0,False,5,1,True,0.0,0,False,0,False,0,False,1,False,0,False,0,False,False,False,True,False,False,False,False,False,0,0,1.0986122886681098,3.332204510175204,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0,False,0,False,False,0,False,45,False,2,False,False
4511,train,0,1,False,14,False,2,False,2.0,1,False,1,False,0,False,2,21,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,False,False,True,False,False,False,False,False,0,0,0.6931471805599453,2.70805020110221,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,21,False,2,False,False
4515,train,0,1,False,8683,True,653,True,2.0,1,False,1,False,1,True,4,16,False,0.5,1,False,0,False,0,False,1,False,0,False,0,False,True,True,True,True,False,False,False,False,3,1,0.6931471805599453,9.069237530998182,6.483107351457199,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,False,0,False,False,0,False,33,False,2,False,True
4534,train,1,8,False,634,False,103,False,4.5,2,False,1,False,0,False,1,16,False,0.1111111111111111,1,False,1,False,0,False,2,False,0,False,0,False,True,False,True,True,True,False,False,False,2,0,2.19722457733622,6.453624998892692,4.6443908991413725,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.302585092994046,0,False,0,False,False,0,False,79,True,9,False,False
4560,train,1,42,False,13,False,3,False,19.75,4,False,1,False,0,False,3,18,False,0.4683544303797468,37,True,1,False,0,False,4,True,0,False,0,False,True,False,True,False,True,False,False,True,3,0,3.7612001156935615,2.6390573296152584,1.3862943611198906,1.6094379124341005,0.6931471805599453,3.6375861597263857,4.382026634673881,0,False,0,False,False,2,True,46,False,79,False,False
4577,train,1,102,True,1220,False,214,False,37.0,5,False,3,True,0,False,0,17,False,0.4486486486486487,83,True,1,False,0,False,5,True,0,False,0,False,True,False,True,True,True,True,False,True,7,0,4.634728988229636,7.107425474110705,5.3706380281276624,1.791759469228055,1.3862943611198906,4.430816798843313,5.225746673713202,0,False,0,False,False,1,True,27,False,185,True,False
