pr_number,split,merge_delay_target,additions_iqr_outlier,body_length_iqr_outlier,body_word_count_iqr_outlier,changed_files_iqr_outlier,commit_count_iqr_outlier,configuration_files_changed_iqr_outlier,created_on_weekend,deletions_iqr_outlier,documentation_files_changed_iqr_outlier,files_added_iqr_outlier,files_modified_iqr_outlier,files_removed_iqr_outlier,files_renamed,files_renamed_iqr_outlier,has_any_iqr_outlier,has_configuration_changes,has_description,has_detailed_description,has_documentation_changes,has_multiple_commits,has_security_sensitive_changes,has_test_changes,requested_reviewer_count,requested_reviewer_count_iqr_outlier,security_sensitive_files_changed_iqr_outlier,short_title,test_files_changed_iqr_outlier,title_length_iqr_outlier,total_changes_iqr_outlier,very_long_description,additions,body_length,body_word_count,change_density_per_file,changed_files,commit_count,configuration_files_changed,created_day_of_week,created_hour_utc,deletion_ratio,deletions,documentation_files_changed,files_added,files_modified,files_removed,iqr_outlier_feature_count,label_count,log1p_additions,log1p_body_length,log1p_body_word_count,log1p_changed_files,log1p_commit_count,log1p_deletions,log1p_total_changes,security_sensitive_files_changed,test_files_changed,title_length,total_changes
2940,train,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1891410974326167,-0.28317140573374067,-0.1752770424998655,-0.40168836467971886,-0.2721132855129515,1.7103149187016917,-0.34528453656689306,1.1927034567310724,0.5624455590615264,0.30050004083973125,-0.20273860326825577,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,-0.8458145240015983,0.47089878259731716,0.5652858595946921,-0.664727757578983,2.1750374906940113,-0.6678467906597125,-0.8733298057579086,-0.13523517560422083,-0.19466400788931726,-1.346167826551106,-0.20039024911350126
2963,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14545496469227479,-0.3214248134744174,-0.23366586170486806,-0.12738239900755038,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,-0.29817586418276815,0.24021112418252683,-1.1374427721538127,-0.1938465592652621,-0.41109760518947297,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,0.5053792704083863,0.3944282839260502,0.48735670935068864,-0.060044691068802135,-0.37894499455701275,-0.10867568873271452,0.2948587755056079,-0.13523517560422083,0.13476739007721963,2.0713070878948634,-0.17273470099892005
2969,train,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14545496469227479,-0.4459518642047055,-0.4769526083923786,-0.3818291092464397,0.9152901421799278,-0.33462683191989634,-0.34528453656689306,1.1927034567310724,-0.24314052813597248,0.30050004083973125,-0.15531436858562286,3.333294594943943,-0.11204874765929806,1.4000985519818232,-0.08794999545015139,0.38287186778561344,-0.941362508405494,0.5053792704083863,-0.052142417545529236,-0.08281855410549671,2.2372702011952077,-0.37894499455701275,0.6730207368085424,0.5670873932246612,-0.13523517560422083,-0.19466400788931726,0.5443502112275155,-0.15381248386789081
2986,train,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11269036513701834,-0.48949563684568864,-0.5888645118686334,-0.1220038506610373,-0.07421271423080496,0.6878440433908977,-0.34528453656689306,0.19878390945517868,1.0457972113800256,-1.5867999012142948,-0.19681057393292667,-0.12306743594844094,-0.11204874765929806,-0.015442263440975964,-0.08794999545015139,0.38287186778561344,-0.941362508405494,0.8195139382878992,-0.5208822273146553,-1.2307229502670975,0.3689847723091936,1.11503898681346,-0.2448501813209548,0.532588417320372,-0.13523517560422083,0.13476739007721963,1.1987603012278074,-0.15672359419574147
2993,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1809499475438026,-0.4093262610487384,-0.4672211385248782,1.4377751698277637,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,-1.2920954114586618,1.0457972113800256,2.308370644120155,-0.042681811214369654,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,0.7561764411781836,-0.2823371427842802,0.13474246709785032,-0.04342541333526359,-0.664727757578983,-0.37894499455701275,1.3656480412586425,0.8831082850258145,-0.13523517560422083,-0.19466400788931726,2.7984294101174103,-0.11742360476975768
3011,train,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18368033084007396,-0.4996694155001239,-0.579133042001133,-0.2726032043634043,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,1.1927034567310724,-2.0154299199704697,0.30050004083973125,-0.19681057393292667,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,-0.4195603401344113,-0.8001643228528031,-0.9591863649141107,-0.664727757578983,-0.37894499455701275,-0.2448501813209548,-0.37654768361650864,-0.13523517560422083,-0.19466400788931726,-0.03734764655052185,-0.19456802845779994
3031,train,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18641071413634533,-0.48990258799186603,-0.5645358371998824,-0.40168836467971886,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,0.6957436830931255,0.5624455590615264,0.30050004083973125,-0.19977458860059122,0.16496273329259106,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,-0.596471810663793,-0.5290910449119973,-0.7093492881284668,-0.060044691068802135,-0.37894499455701275,-0.42040963626434275,-0.57382587770278,-0.13523517560422083,-0.19466400788931726,0.9079113723387888,-0.1974791387856506
3049,train,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1891410974326167,-0.5098431941545593,-0.5985959817361338,-0.40168836467971886,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,0.19878390945517868,-0.8876093978939715,0.30050004083973125,-0.20273860326825577,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,0.7561764411781836,-0.8458145240015983,-2.1507487576923867,-1.8147058509142775,-0.664727757578983,-0.37894499455701275,-0.6678467906597125,-0.8733298057579086,-0.13523517560422083,-0.19466400788931726,1.9985948556726087,-0.20039024911350126
3056,train,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16729803106244573,-0.33526115244444943,-0.3455777651811229,0.0823809865064608,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,-1.2920954114586618,-0.8876093978939715,0.1638629409625164,-0.18199050059460387,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,0.7561764411781836,0.14391704108290698,0.3628826904528682,0.2957589709412279,-0.664727757578983,-0.37894499455701275,0.2500241274697851,0.17720284999940925,-0.13523517560422083,-0.19466400788931726,-0.5463332721063046,-0.17855692165462136
3059,train,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.022587716360063133,-0.42641820918818973,-0.4672211385248782,0.07431316398669113,0.024737571410268316,-0.33462683191989634,-0.34528453656689306,0.6957436830931255,-2.0154299199704697,-1.6756395081307305,-0.19088254459759754,-0.12306743594844094,-0.11204874765929806,0.12611181810130395,-0.08794999545015139,0.38287186778561344,-0.941362508405494,1.2757718676683938,0.05782503389012588,-0.04342541333526359,0.7017658777172902,-0.37894499455701275,0.0025869730744149306,0.9564931177718384,-0.13523517560422083,0.13476739007721963,1.1987603012278074,-0.10577916345835507
3063,train,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15910688117363164,-0.3995594335404805,-0.4039665843861254,-0.09511110892847174,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,1.1927034567310724,1.0457972113800256,0.199507401800051,-0.1730984565916102,-0.41109760518947297,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,0.3052592041371696,0.17303414044377358,0.15929590534268076,-0.060044691068802135,-0.37894499455701275,0.4255835824131728,0.3458747151559218,-0.13523517560422083,0.13476739007721963,0.5443502112275155,-0.1698235906710694
3065,train,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18368033084007396,-0.42275564887259304,-0.4477581987898773,-0.2726032043634043,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,1.689663230369019,0.7235627765010261,0.30050004083973125,-0.19681057393292667,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,0.7561764411781836,-0.4195603401344113,0.07555118195014734,0.027555087062073578,-0.664727757578983,-0.37894499455701275,-0.2448501813209548,-0.37654768361650864,-0.13523517560422083,-0.19466400788931726,0.03536458567173282,-0.19456802845779994
3067,train,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1809499475438026,-0.5049597804004303,-0.5888645118686334,-0.3694170746006402,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,1.689663230369019,1.5291488636985249,-0.47377685846448464,-0.19977458860059122,0.16496273329259106,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.8261971883794814,0.7561764411781836,-0.2823371427842802,-1.0874958313555239,-1.2307229502670975,-0.060044691068802135,-0.37894499455701275,-0.42040963626434275,-0.37654768361650864,-0.13523517560422083,-0.19466400788931726,0.6897746756720248,-0.19456802845779994
3069,train,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16729803106244573,-0.33607505473680427,-0.2871889459761204,-0.30487449444248294,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,-0.795135637820715,-0.8876093978939715,-1.557764517490387,-0.20273860326825577,-0.12306743594844094,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,0.14391704108290698,0.3609501380369872,0.40424874429939966,-0.060044691068802135,-0.37894499455701275,-0.6678467906597125,-0.11154273146566895,-0.13523517560422083,-0.19466400788931726,-0.5463332721063046,-0.18874580780209865
3082,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17548918095125984,0.11848937554336508,0.3307593906101564,-0.07897546388893242,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,0.6957436830931255,-0.8876093978939715,0.30050004083973125,-0.187918529929933,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,-0.941362508405494,-0.07542192674159108,0.8930662937786934,0.9799901753045238,-0.664727757578983,-0.37894499455701275,0.09665821324236852,-0.013596676635043348,-0.13523517560422083,-0.19466400788931726,1.7077459267835902,-0.185834697474248
3101,train,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1809499475438026,-0.4549047894206086,-0.4964155481273794,-0.20806062420524699,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,1.1927034567310724,-2.17654713740997,0.30050004083973125,-0.1938465592652621,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,-0.941362508405494,-0.2823371427842802,-0.11429736805894725,-0.17161851559584843,-0.664727757578983,-0.37894499455701275,-0.10867568873271452,-0.22919865697186706,-0.13523517560422083,-0.19466400788931726,0.10807681789398749,-0.19165691812994928
3104,train,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04989154932277683,-0.4528700336897215,-0.5207442227961305,0.037201180395750676,0.12368785705134158,0.6878440433908977,-0.34528453656689306,1.689663230369019,1.3680316462590252,-0.47377685846448464,-0.12863823657664183,-0.12306743594844094,0.27923259337317136,0.12611181810130395,-0.08794999545015139,1.5919409239507083,-0.941362508405494,1.1694813507472184,-0.09933069757500121,-0.3086712253412112,0.9736678388193742,1.11503898681346,0.9204578912039122,1.0444050411317474,-0.13523517560422083,0.7936301860102934,2.1440193201171183,-0.08976805665517648
3113,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1809499475438026,-0.47972880933743073,-0.5450728974648815,-0.20806062420524699,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,-0.29817586418276815,-1.85431270253097,0.30050004083973125,-0.1938465592652621,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,-0.941362508405494,-0.2823371427842802,-0.3610128871622637,-0.493818575076557,-0.664727757578983,-0.37894499455701275,-0.10867568873271452,-0.22919865697186706,-0.13523517560422083,-0.19466400788931726,1.3441847656723167,-0.19165691812994928
3129,train,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1809499475438026,-0.4679272260982858,-0.5061470179948798,-0.20806062420524699,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,1.1927034567310724,1.5291488636985249,0.30050004083973125,-0.1938465592652621,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,0.7561764411781836,-0.2823371427842802,-0.2255013058473617,-0.22228198972357033,-0.664727757578983,-0.37894499455701275,-0.10867568873271452,-0.22919865697186706,-0.13523517560422083,-0.19466400788931726,0.18078905011624216,-0.19165691812994928
3137,train,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18368033084007396,-0.293345184388176,-0.18500851236736593,-0.30487449444248294,-0.2721132855129515,0.6878440433908977,-0.34528453656689306,-0.29817586418276815,-0.8876093978939715,-0.16406609874279812,-0.19977458860059122,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.02015115093608484,0.7561764411781836,-0.4195603401344113,0.4518976680131656,0.5530654560220928,-0.664727757578983,1.11503898681346,-0.42040963626434275,-0.46692829878663195,-0.13523517560422083,-0.19466400788931726,0.7624869078942795,-0.19602358362172526
3159,train,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15091573128481753,-0.5098431941545593,-0.5985959817361338,0.11465227658553943,-0.2721132855129515,0.6878440433908977,-0.34528453656689306,-0.795135637820715,0.5624455590615264,-1.2480537577687005,-0.19681057393292667,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.02015115093608484,0.7561764411781836,0.43294802759996287,-2.1507487576923867,-1.8147058509142775,-0.664727757578983,1.11503898681346,-0.2448501813209548,0.20890318842427175,-0.13523517560422083,-0.19466400788931726,-0.9826066654398325,-0.17710136649069602
3173,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1891410974326167,-0.47769405360654366,-0.5304756926636309,-0.4339596547587975,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,-1.2920954114586618,-0.0820233106964727,-2.0223306570729163,-0.20570261793592035,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,-0.941362508405494,-0.8458145240015983,-0.33425962154266947,-0.37520346426693063,-0.664727757578983,-0.37894499455701275,-1.0908433999984704,-1.1110594475726732,-0.13523517560422083,-0.19466400788931726,0.10807681789398749,-0.20184580427742657
3183,train,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.178124278509774,-0.48298441850685003,-0.579133042001133,3.138720397688125,6.060704995515738,0.6878440433908977,4.587351700103008,-1.2920954114586618,0.8846799939405259,0.1933318430982718,10.058680176186444,-0.41109760518947297,0.27923259337317136,8.6193567106381,-0.08794999545015139,3.2040329988375014,-0.941362508405494,3.796691997764671,-0.40777019988610697,-0.9591863649141107,4.549725649296084,1.11503898681346,3.8828451516792026,3.6951062277923263,4.823387929883876,11.006003522972936,-1.5643045232178698,10.365484685820439
3199,train,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1536461145810889,-0.3840952899857389,-0.3747721747836242,-0.3658313757029648,0.5194889996156347,-0.33462683191989634,-0.34528453656689306,-0.795135637820715,1.0457972113800256,0.30050004083973125,-0.1642064125886165,2.181173917979815,-0.11204874765929806,0.8338822258127034,-0.08794999545015139,0.38287186778561344,0.7561764411781836,0.3932597544207121,0.2272425522312428,0.23189456267864736,1.7354784076054668,-0.37894499455701275,0.561758075001413,0.4568298427137183,-0.13523517560422083,-0.19466400788931726,-0.3281965754395405,-0.16254581485144276
3230,train,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18368033084007396,-0.5098431941545593,-0.5985959817361338,-0.3694170746006402,-0.2721132855129515,-0.33462683191989634,0.6412427107670872,0.6957436830931255,-0.24314052813597248,-2.0223306570729163,-0.20570261793592035,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,-0.941362508405494,-0.4195603401344113,-2.1507487576923867,-1.8147058509142775,-0.664727757578983,-0.37894499455701275,-1.0908433999984704,-0.7046579406013964,-0.13523517560422083,-0.19466400788931726,1.4168969978945716,-0.1989346939495759
3236,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15910688117363164,-0.46752027495210835,-0.51101275292863,-0.2726032043634043,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,0.6957436830931255,0.24021112418252683,-2.0223306570729163,-0.20570261793592035,-0.41109760518947297,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.4231741696577831,0.7561764411781836,0.3052592041371696,-0.2215344646437486,-0.2495476658398519,-0.060044691068802135,-0.37894499455701275,-1.0908433999984704,-0.013596676635043348,-0.13523517560422083,0.13476739007721963,0.6170624434497701,-0.185834697474248
3244,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17275879765498847,-0.47932185819125334,-0.5402071625311313,-0.3371457845215616,-0.17316299987187822,-0.33462683191989634,-0.34528453656689306,0.6957436830931255,0.8846799939405259,-1.4416229825947544,-0.20273860326825577,-0.12306743594844094,-0.11204874765929806,-0.15699634498325588,-0.08794999545015139,-0.8261971883794814,0.7561764411781836,0.006693843732775998,-0.35552232023898817,-0.451270741700767,-0.060044691068802135,-0.37894499455701275,-0.6678467906597125,-0.22919865697186706,-0.13523517560422083,-0.19466400788931726,2.5075804812283913,-0.19165691812994928
3260,train,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12088151502583246,-0.2099201994218065,-0.004976319818608139,0.37282259721816857,-0.2721132855129515,0.6878440433908977,-0.34528453656689306,-0.29817586418276815,-0.0820233106964727,-2.0223306570729163,-0.20570261793592035,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.4231741696577831,0.7561764411781836,0.7547219837461917,0.5867955826839325,0.7432788059898605,-0.664727757578983,1.11503898681346,-1.0908433999984704,0.41493249181417385,-0.13523517560422083,-0.19466400788931726,0.6897746756720248,-0.16545692517929342
3274,train,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1891410974326167,-0.5098431941545593,-0.5985959817361338,-0.40168836467971886,-0.2721132855129515,-0.33462683191989634,-0.34528453656689306,1.689663230369019,-0.7264921804544717,0.30050004083973125,-0.20273860326825577,-0.41109760518947297,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.8261971883794814,0.7561764411781836,-0.8458145240015983,-2.1507487576923867,-1.8147058509142775,-0.664727757578983,-0.37894499455701275,-0.6678467906597125,-0.8733298057579086,-0.13523517560422083,-0.19466400788931726,-2.218714613218162,-0.20039024911350126
3278,train,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03623963284141998,-0.42316260001877043,-0.4380267289223769,-0.025189980423801373,0.22263814269241486,-0.33462683191989634,-0.34528453656689306,-1.2920954114586618,0.07909390674302706,-0.605970475418863,-0.13160225124430638,0.16496273329259106,-0.11204874765929806,0.4092199811858638,-0.08794999545015139,0.7858948865073117,-0.941362508405494,1.2249202003188102,0.07361862953426637,0.059780962254059065,1.2035576713070304,-0.37894499455701275,0.897426663176438,1.073364677356752,-0.13523517560422083,0.7936301860102934,0.5443502112275155,-0.08394583599947518
3282,train,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08265614887803327,-0.16759728021935563,0.03881529458514376,-0.20402671294536218,0.4205387139745614,-0.33462683191989634,-0.34528453656689306,-1.2920954114586618,1.3680316462590252,-0.235537812524726,-0.13160225124430638,0.7410230717746551,-0.11204874765929806,0.6923281442704236,-0.08794999545015139,1.18891790522901,0.7561764411781836,1.011610249385708,0.6414458680886048,0.7808165726466015,1.578350905329556,-0.37894499455701275,0.897426663176438,0.9389899242916488,-0.13523517560422083,0.4641987880437565,-0.5463332721063046,-0.10869027378620572
3290,train,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1700284143587171,-0.46019515432091496,-0.4915498131936292,0.11465227658553943,-0.2721132855129515,0.6878440433908977,-0.34528453656689306,1.689663230369019,0.8846799939405259,0.5585923406078033,-0.17606247125927477,-0.12306743594844094,-0.11204874765929806,-0.2985504265255358,-0.08794999545015139,-0.02015115093608484,-0.941362508405494,0.07912508654119967,-0.1559455920712429,-0.14798955248233153,-0.664727757578983,1.11503898681346,0.3724844449243971,0.20890318842427175,-0.13523517560422083,-0.19466400788931726,2.9438538745619196,-0.17710136649069602
3299,train,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15910688117363164,-0.4837983207992049,-0.5548043673323819,-0.3156315911355091,-0.07421271423080496,-0.33462683191989634,-0.34528453656689306,-0.29817586418276815,0.7235627765010261,-1.3586647433835886,-0.19977458860059122,-0.12306743594844094,-0.11204874765929806,-0.015442263440975964,-0.08794999545015139,-0.8261971883794814,2.453715390761861,0.3052592041371696,-0.4203327292166897,-0.5907341773188404,0.3689847723091936,-0.37894499455701275,-0.42040963626434275,0.07030527108326114,-0.13523517560422083,-0.19466400788931726,-0.9098944332175778,-0.18292358714639734
