pr_number,was_merged,split,additions,deletions,total_changes,changed_files,commit_count,title_length,body_length,body_word_count,label_count,file_records_returned,test_files_changed,documentation_files_changed,configuration_files_changed,security_sensitive_files_changed,files_added,files_modified,files_removed,files_renamed,iqr_outlier_feature_count,log1p_body_length,log1p_body_word_count,log1p_additions,log1p_deletions,log1p_total_changes,log1p_changed_files,log1p_commit_count,change_density_per_file,deletion_ratio,created_day_of_week,created_hour_utc,draft,requested_reviewer_count,has_test_changes,has_documentation_changes,has_configuration_changes,has_security_sensitive_changes,commit_count_iqr_outlier,configuration_files_changed_iqr_outlier,test_files_changed_iqr_outlier,deletions_iqr_outlier,files_modified_iqr_outlier,additions_iqr_outlier,total_changes_iqr_outlier,body_length_iqr_outlier,body_word_count_iqr_outlier,files_added_iqr_outlier,changed_files_iqr_outlier,documentation_files_changed_iqr_outlier,security_sensitive_files_changed_iqr_outlier,files_removed_iqr_outlier,files_renamed_iqr_outlier,title_length_iqr_outlier,requested_reviewer_count_iqr_outlier,has_any_iqr_outlier,has_description,has_detailed_description,short_title,very_long_description,has_zero_code_change,has_multiple_commits,created_on_weekend
3136,0,train,-0.09803587613750821,-0.10567980763944362,-0.1015773809538646,-0.15347915067568513,-0.07824481063198063,-0.9174629494489922,-0.5105036686131833,-0.6666482500755276,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-2.6607436936541022,-2.2057073092032726,0.034768549284098414,0.35320943216446354,0.14667796444230605,-0.5383567051862455,-0.32314246870482466,0.031668294865676586,0.5275215952761285,-0.3064735142438632,-0.7530087922758953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3137,1,train,-0.10074489990818607,-0.11004612674938824,-0.10500311903720748,-0.15347915067568513,-0.07236676441752418,0.7767704874673067,-0.24045926616586755,-0.16080222859355936,1.1381650268020076,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,0.06697230830179471,0.38530964933997847,0.4641800920275799,-0.4622402945223449,-0.3156577365802952,-0.4677815586879967,-0.5383567051862455,0.255803221450059,-0.34029174890336283,0.10338673366979323,-0.3064735142438632,-0.7530087922758953,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3149,0,train,-0.10074489990818607,-0.11077384660104567,-0.10531454977205683,-0.15347915067568513,-0.07824481063198063,-0.982625773945773,-0.33944170691253406,-0.42265193383128413,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,0.16433361643894479,0.03461127399553429,-0.4622402945223449,-0.5625167073768849,-0.5753515812801854,-0.5383567051862455,-0.32314246870482466,-0.37410629833691184,-0.5328155587397099,0.1985764717759862,0.36095234135030896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,0,train,-0.10182850941645721,-0.11077384660104567,-0.10593741124175554,-0.15347915067568513,-0.07824481063198063,1.2980730834415526,-0.42065806855082455,-0.5535767864501465,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,0.3581679857987965,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,-0.14677773898094745,-0.41009791400642853,-0.8870614097166676,-0.5625167073768849,-0.8767395512791257,-0.5383567051862455,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,-1.316573486283562,0.8383642557615394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,1,train,-0.0942432428585592,-0.1093184068977308,-0.10095451948416588,-0.15347915067568513,-0.07236676441752418,-0.7871373004554308,-0.5105036686131833,-0.6666482500755276,1.1381650268020076,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,0.06697230830179471,-2.6607436936541022,-2.2057073092032726,0.38740193586630073,-0.14050850942871598,0.2123012746642494,-0.5383567051862455,0.255803221450059,0.09929739373277466,-0.8862612767449896,-0.8115235002637127,0.679226950957796,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3173,1,train,-0.10182850941645721,-0.11150156645270311,-0.10624884197660489,-0.15347915067568513,-0.07824481063198063,0.19030506699628016,-0.47040309005427744,-0.5833324347726152,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.5347834590896627,-0.5825314243986272,-0.8870614097166676,-0.9845249053250537,-1.1159646413151367,-0.5383567051862455,-0.32314246870482466,-0.47554994663755895,-1.5931527127555483,-1.316573486283562,0.04267773174282203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3177,0,train,-0.06552759088937385,-0.06638293564994208,-0.0660742771810383,-0.15347915067568513,-0.07824481063198063,1.689050030422237,-0.09223940617598744,0.14865651396011537,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,0.487941103341647,0.597255225438436,0.7476350464173112,1.2831476470093064,1.5379362238229148,1.3514519178467637,-0.5383567051862455,-0.32314246870482466,3.8865269302902665,0.42964431952082016,-1.316573486283562,0.5200896461540525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3183,1,train,1.9554041420363117,2.408592279836998,2.1547382930297014,2.2409656598657515,-0.07236676441752418,-1.3084398964296766,-0.4770019194373885,-0.6428437314175527,-0.6697505392372824,2.2409656598657515,6.636160661350573,-0.19305811945291232,2.7191254951841213,2.862370278044683,0.004733515563737508,5.65230025122844,-0.09135431758701307,-0.06346514466983384,3.4347226686206134,-0.6208178664901047,-1.2410277007934718,3.7398369821784723,3.9775416845940965,3.720434419568699,4.362897550473729,0.255803221450059,3.2679807875750395,0.4296802658186692,-1.316573486283562,0.9975015605652829,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3184,0,train,-0.09695226662923706,-0.1093184068977308,-0.10251167315841266,-0.11606595051097518,-0.07236676441752418,0.12514224249949946,-0.42522648889297837,-0.5952346941016027,-0.6697505392372824,-0.11606595051097518,-0.1580470784389542,-0.19305811945291232,0.9484073631451279,-0.13392533418289954,-0.09444490577171503,-0.11824541897521418,-0.09135431758701307,-0.06346514466983384,0.487941103341647,-0.17194990381870187,-0.6683045161966304,0.1577570732570075,-0.14050850942871598,0.03212559210036664,0.030006883824063718,0.255803221450059,-0.2895699247530393,-0.6143799552024669,-1.316573486283562,0.9975015605652829,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3192,0,train,-0.10128670466232163,-0.11004612674938824,-0.10531454977205683,-0.15347915067568513,-0.07824481063198063,-1.2432770719328958,-0.45568262450733726,-0.5595279161146403,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.384714843165494,-0.44084255768702596,-0.6385569878134462,-0.3156577365802952,-0.5753515812801854,-0.5383567051862455,-0.32314246870482466,-0.37410629833691184,0.5275215952761285,0.1985764717759862,0.20181503654656552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3199,1,train,-0.09478504761269477,-0.10131348852949901,-0.09784021213567236,0.14582645064199443,-0.07824481063198063,-0.20067187998440422,-0.3536545701992349,-0.3928962855088154,1.1381650268020076,0.14582645064199443,-0.1580470784389542,0.6826694327046281,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,0.5332678018542306,-0.09135431758701307,-0.06346514466983384,0.487941103341647,0.12238055544174067,0.10202935590382027,0.34784709485763243,0.6642149545083453,0.4617875219069619,1.71768429540284,-0.32314246870482466,-0.40416367561117766,0.5275215952761285,-0.8115235002637127,1.1566388653690263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0,train,-0.10237031417059278,-0.11077384660104567,-0.10624884197660489,-0.15347915067568513,-0.07824481063198063,1.2980730834415526,-0.4531446132061407,-0.6071369534305902,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.3629553861574618,-0.7684349205639498,-1.3118825249109904,-0.5625167073768849,-1.1159646413151367,-0.5383567051862455,-0.32314246870482466,-0.47554994663755895,2.6481959033078053,-0.8115235002637127,1.6340507797802568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3205,0,train,-0.08882519531720347,-0.10422436793612874,-0.09566019699172687,-0.15347915067568513,-0.07824481063198063,1.6238872059254563,-0.24045926616586755,-0.16080222859355936,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,0.38530964933997847,0.4641800920275799,0.6849635180533967,0.47538359798098917,0.5893595165302724,-0.5383567051862455,-0.32314246870482466,0.6741447341031083,-0.381338822451733,0.7036264577958357,-2.026107230705843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3230,1,train,-0.10074489990818607,-0.11150156645270311,-0.10562598050690619,-0.15347915067568513,-0.07824481063198063,1.3632359079383334,-0.5105036686131833,-0.6666482500755276,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,0.3581679857987965,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,-2.6607436936541022,-2.2057073092032726,-0.4622402945223449,-0.9845249053250537,-0.7070066487240076,-0.5383567051862455,-0.32314246870482466,-0.4079208477704609,-1.5931527127555483,0.7036264577958357,-0.11645957306092145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,1,train,-0.09586865712096591,-0.11150156645270311,-0.102823103893262,-0.11606595051097518,-0.07824481063198063,0.6464448384737453,-0.45771303354829457,-0.5595279161146403,1.1381650268020076,-0.11606595051097518,0.041782560966620086,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.11824541897521418,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,-0.40285357509921366,-0.44084255768702596,0.2601424028590739,-0.9845249053250537,-0.01159823507080119,0.030006883824063718,-0.32314246870482466,-0.3064771994698138,-1.5931527127555483,0.7036264577958357,0.36095234135030896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,0,train,-0.10182850941645721,-0.11077384660104567,-0.10593741124175554,-0.15347915067568513,-0.07824481063198063,-0.5916488269650886,-0.4861387601216962,-0.6309414720885652,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.7726093020497776,-1.0393498957928322,-0.8870614097166676,-0.5625167073768849,-0.8767395512791257,-0.5383567051862455,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,0.7036264577958357,0.36095234135030896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3244,1,train,-0.09857768089164377,-0.11077384660104567,-0.10406882683265942,-0.11606595051097518,-0.07824481063198063,2.340678275390044,-0.4724334990952347,-0.5952346941016027,1.1381650268020076,-0.11606595051097518,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.11824541897521418,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.5596686351186885,-0.6683045161966304,-0.037419179328021863,-0.5625167073768849,-0.22855646865198537,0.030006883824063718,-0.32314246870482466,-0.37410629833691184,-1.062984135747629,0.7036264577958357,0.9975015605652829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,1,train,-0.0882833905630679,-0.11150156645270311,-0.09846307360537106,-0.15347915067568513,-0.07236676441752418,0.711607662970526,-0.1364008028168079,0.05938956899270919,1.1381650268020076,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,0.5431898131176714,0.6786637396404722,0.7080940863816423,-0.9845249053250537,0.4196266139751544,-0.5383567051862455,0.255803221450059,0.369813789201167,-1.5931527127555483,-0.3064735142438632,0.04267773174282203,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3267,0,train,-0.10074489990818607,-0.1093184068977308,-0.10469168830235813,-0.07865275034626523,-0.07824481063198063,0.4509563649834031,-0.33284287752942293,-0.36314063718634665,-0.6697505392372824,-0.07865275034626523,-0.1580470784389542,0.09885106459960115,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.025172101713864917,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,0.18264350892021733,0.1626252705904133,-0.4622402945223449,-0.14050850942871598,-0.37683240049076266,0.43326726781991537,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,0.1985764717759862,-0.9121460970796389,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3274,1,train,-0.10182850941645721,-0.11077384660104567,-0.10593741124175554,-0.15347915067568513,-0.07824481063198063,-1.8949053169007033,-0.5105036686131833,-0.6666482500755276,1.1381650268020076,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-2.6607436936541022,-2.2057073092032726,-0.8870614097166676,-0.5625167073768849,-0.8767395512791257,-0.5383567051862455,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,1.7137264298355344,-0.5938714874721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3276,0,train,-0.10020309515405049,-0.10859068704607336,-0.10406882683265942,-0.15347915067568513,-0.07824481063198063,-0.005183406494062019,-0.44400777252183304,-0.5297722677921716,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.29183004111397703,-0.30081635262786294,-0.32547844223991174,-0.00465221423641297,-0.22855646865198537,-0.5383567051862455,-0.32314246870482466,-0.23884810060271572,0.5275215952761285,-1.316573486283562,0.04267773174282203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3278,1,train,-0.07148744318486515,-0.0933085701612672,-0.08102295245380726,0.0335868501478646,-0.07824481063198063,0.5812820139769646,-0.40238438718220915,-0.4702609711472341,-0.6697505392372824,0.0335868501478646,0.4414418397777687,0.0015480032487633255,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,0.2540478500701829,-0.09135431758701307,-0.06346514466983384,0.9089098983814993,-0.05741592350876962,-0.09204510221969744,1.1767114942262535,0.9990991896916674,1.082200694626666,1.2177126648156034,-0.32314246870482466,-0.047232320479271186,-0.30005862249233073,-1.316573486283562,0.20181503654656552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3280,0,train,-0.10182850941645721,-0.11077384660104567,-0.10593741124175554,-0.15347915067568513,-0.07824481063198063,-1.699416843410361,-0.45162180642542277,-0.6071369534305902,-0.6697505392372824,-0.15347915067568513,0.041782560966620086,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,-0.35035326029865554,-0.7684349205639498,-0.8870614097166676,-0.5625167073768849,-0.8767395512791257,-0.5383567051862455,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,-1.316573486283562,0.20181503654656552,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3282,1,train,-0.08069812400516987,-0.0933085701612672,-0.08631727494624628,0.10841325047728449,-0.07824481063198063,-0.39616035347474643,-0.08361016775191908,0.11294973597315289,1.1381650268020076,0.10841325047728449,0.24161220037219439,0.19615412595043896,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,0.4401944845928814,-0.09135431758701307,-0.06346514466983384,1.3298786934213516,0.6071507426194016,0.720991142617938,0.9641186924024436,0.9990991896916674,0.9469806515761927,1.5699944458405344,-0.32314246870482466,-0.23462128192352208,0.03813521649958755,-1.316573486283562,1.4749134749765134,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3290,1,train,-0.09803587613750821,-0.10422436793612874,-0.10095451948416588,-0.15347915067568513,-0.07236676441752418,2.731655222370729,-0.44857619286398687,-0.5357233974566653,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,0.06697230830179471,-0.3260904763588485,-0.3263261233710555,0.034768549284098414,0.47538359798098917,0.2123012746642494,-0.5383567051862455,0.255803221450059,0.09929739373277466,0.7631520739463149,1.7137264298355344,0.9975015605652829,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3296,0,train,-0.09857768089164377,-0.10640752749110105,-0.1022002424235633,-0.15347915067568513,-0.07824481063198063,1.0374217854544296,-0.36431421766426053,-0.42860306349577787,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,0.08834909270187064,0.02016746324562788,-0.037419179328021863,0.28149968851945306,0.07283150134695467,-0.5383567051862455,-0.32314246870482466,-0.03596080400142149,0.5275215952761285,-0.3064735142438632,0.36095234135030896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,1,train,-0.09586865712096591,-0.11004612674938824,-0.1022002424235633,-0.07865275034626523,-0.07824481063198063,-0.72197447595865,-0.47801712395786716,-0.6130880830950839,2.946080592841297,-0.07865275034626523,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.025172101713864917,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.635520645202549,-0.82556280739995,0.2601424028590739,-0.3156577365802952,0.07283150134695467,0.43326726781991537,-0.32314246870482466,-0.35156326538121246,-0.9872457676036408,-0.3064735142438632,0.8383642557615394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3308,1,train,-0.10182850941645721,-0.11077384660104567,-0.10593741124175554,-0.15347915067568513,-0.07824481063198063,2.405841099886825,-0.19731307404552573,-0.12509545060659688,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,0.4570965313082001,0.504603663415988,-0.8870614097166676,-0.5625167073768849,-0.8767395512791257,-0.5383567051862455,-0.32314246870482466,-0.44173539720400995,0.5275215952761285,1.7137264298355344,0.04267773174282203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3309,0,train,-0.09370143810442362,-0.11150156645270311,-0.1015773809538646,-0.15347915067568513,-0.07824481063198063,-0.39616035347474643,-0.24045926616586755,-0.16080222859355936,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,0.004733515563737508,-0.3043920534979127,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,0.38530964933997847,0.4641800920275799,0.42455799762433405,-0.9845249053250537,0.14667796444230605,-0.5383567051862455,-0.32314246870482466,0.031668294865676586,-1.5931527127555483,-1.316573486283562,-0.9121460970796389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3321,1,train,-0.10074489990818607,-0.11077384660104567,-0.10531454977205683,-0.15347915067568513,-0.07824481063198063,-0.20067187998440422,-0.46735747649284154,-0.5952346941016027,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.09575505810207449,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.7749652817779098,-0.49969675983523887,-0.6683045161966304,-0.4622402945223449,-0.5625167073768849,-0.5753515812801854,-0.5383567051862455,-0.32314246870482466,-0.37410629833691184,-0.5328155587397099,0.1985764717759862,0.20181503654656552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,0,train,-0.09911948564577935,-0.11150156645270311,-0.10469168830235813,-0.15347915067568513,-0.07824481063198063,1.8845385039125793,0.23871726750004624,0.7497206100739836,-0.6697505392372824,-0.15347915067568513,-0.1580470784389542,-0.19305811945291232,-0.2320713915475348,-0.13392533418289954,-0.09444490577171503,-0.21131873623656344,-0.09135431758701307,-0.06346514466983384,-0.35399648673805756,0.879801917584972,1.0768254768908632,-0.1192588761762082,-0.9845249053250537,-0.37683240049076266,-0.5383567051862455,-0.32314246870482466,-0.3064771994698138,-1.5931527127555483,-0.3064735142438632,1.31577617017277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
